pmid,cite_count
28515099,1
28522085,2
28531241,26
28531241,26
28531241,26
28536944,1
28539168,14
28539168,14
28545407,1
28545407,1
28548301,14
28548301,14
28548301,14
28548301,14
28556581,2
28561039,2
28561039,2
28573377,0
28573499,2
28573499,2
28573499,2
28576452,28
28581691,1
28589238,14
28593326,39
28593326,39
28599665,2
28600696,11
28607125,2
28609404,4
28611080,10
28611687,1
28619115,8
28620779,0
28627980,1
28636405,17
28636405,17
28637670,17
28639995,10
28645291,4
28645291,4
28689179,4
28693366,121
28698916,4
28701528,11
28712000,6
28724309,1
28724309,1
28728565,4
28742911,34
28742911,34
28743190,7
28743190,7
28743190,7
28753067,6
28754155,0
28761662,0
28761675,1
28761675,1
28774394,8
28780236,22
28780236,22
28780236,22
28781108,94
28785295,7
28790131,3
28794206,5
28798089,6
28798089,6
28801393,8
28815625,1
28815625,1
28815625,1
28818881,14
28828489,6
28830251,3
28832365,4
28832365,4
28835271,3
28836340,2
28838846,2
28838846,2
28842973,29
28842973,29
28847895,25
28847895,25
28850429,3
28850429,3
28864691,0
28889107,17
28893134,82
28893134,82
28893386,0
28893386,0
28893386,0
28899524,3
28899524,3
28903959,4
28903959,4
28914104,1
28914104,1
28915080,25
28917544,50
28917544,50
28919061,54
28919061,54
28923060,4
28923906,13
28932270,4
28939546,4
28939546,4
28939617,6
28939617,6
28946832,44
28946832,44
28946832,44
28950344,3
28950344,3
28952914,5
28952914,5
28952914,5
28954920,1
28954920,1
28954920,1
28958347,12
28958801,25
28965093,2
28965093,2
28968888,4
28970291,16
28972194,3
28973520,8
28978680,5
28978680,5
28978680,5
28988197,14
28988197,14
29018022,0
29018027,6
29020329,13
29020361,10
29021311,9
29021311,9
29021311,9
29029185,0
29029606,4
29029606,4
29030456,10
29038203,1
29038203,1
29055890,0
29065142,7
29067298,11
29071331,12
29073347,26
29086484,5
29089344,3
29089344,3
29093068,7
29093068,7
29093068,7
29093068,7
29093068,7
29094152,9
29095992,3
29096678,3
29096678,3
29096678,3
29099521,3
29099950,0
29101117,3
29101117,3
29101117,3
29114733,9
29121334,10
29121334,10
29127195,1
29127195,1
29127195,1
29142030,6
29146865,2
29146865,2
29146865,2
29147135,8
29150377,9
29151041,1
29151041,1
29151041,1
29166720,0
29177059,4
29177059,4
29178815,6
29178815,6
29183908,2
29183908,2
29187388,5
29189677,0
29193819,6
29193819,6
29203689,0
29203689,0
29203689,0
29210056,0
29210056,0
29210056,0
29212544,5
29212812,1
29212812,1
29212812,1
29212825,9
29212825,9
29217004,5
29223955,3
29223955,3
29243164,25
29246151,0
29246188,5
29246188,5
29246917,4
29248859,3
29273390,0
29273594,1
29273652,14
29273652,14
29275370,4
29275370,4
29275778,3
29281086,6
29281086,6
29284737,7
29284737,7
29284737,7
29297443,1
29301520,21
29305501,8
29307087,10
29307094,0
29309629,6
29310645,25
29310645,25
29310869,2
29311086,5
29312109,7
29312109,7
29313267,4
29313267,4
29313359,10
29314424,6
29322167,22
29322167,22
29324985,1
29329602,1
29330256,1
29330256,1
29331037,2
29331969,14
29331969,14
29335020,5
29349922,0
29358194,0
29358194,0
29362724,8
29364767,434
29364767,434
29364767,434
29370229,12
29370229,12
29371246,4
29385358,199
29385358,199
29389742,2
29389742,2
29389742,2
29409951,11
29414542,1
29414542,1
29414995,4
29415175,2
29415730,5
29431878,0
29431878,0
29431878,0
29435360,7
29437944,4
29459361,10
29459361,10
29471812,2
29472265,6
29472265,6
29484197,1
29497297,0
29497297,0
29527973,48
29531764,2
29536526,1
29536526,1
29550314,7
29550314,7
29566699,4
29580174,0
29605813,2
29608587,0
29618476,0
29618599,9
29618599,9
29622600,1
29622600,1
29624666,2
29624666,2
29624666,2
29653637,7
29657830,5
29668399,4
29668399,4
29668399,4
29668401,1
29668401,1
29668401,1
29681973,1
29681973,1
29684316,5
29684316,5
29684316,5
29685860,19
29685860,19
29689135,16
29689135,16
29694815,40
29694815,40
29694815,40
29708822,11
29710289,34
29725983,13
29727039,2
29734990,4
29734990,4
29734990,4
29735484,13
29735484,13
29736750,5
29743045,4
29747834,4
29754673,0
29760159,4
29763657,3
29763657,3
29766772,66
29766772,66
29767684,1
29773696,2
29773696,2
29781558,4
29782217,110
29782224,81
29788075,7
29789277,2
29853455,10
29854923,6
29867728,4
29867728,4
29867728,4
29867728,4
29870382,1
29876358,1
29879143,9
29879947,3
29881616,11
29888547,16
29908435,3
29908435,3
29908967,3
29911997,18
29917064,17
29930023,3
29930023,3
29930023,3
29935143,6
29955700,4
29968437,5
29976305,2
29986935,3
29986935,3
29986935,3
29992857,0
30013816,0
30013816,0
30032171,3
30045949,4
30045949,4
30045949,4
30045949,4
30045949,4
30045949,4
30077185,4
30083727,8
30083727,8
30100576,6
30100576,6
30102656,1
30124008,5
30124008,5
30124008,5
30124008,5
30139780,16
30144981,2
30144981,2
30165465,0
30165465,0
30166295,0
30166295,0
30167699,26
30168635,3
30175930,0
30176976,3
30176976,3
30176976,3
30183102,3
30185197,0
30185197,0
30193554,3
30193554,3
30197625,2
30197625,2
30204515,0
30204515,0
30206079,1
30206079,1
30210431,5
30210431,5
30210431,5
30212861,1
30212861,1
30217193,3
30231923,3
30231923,3
30246613,1
30246613,1
30253691,3
30260797,1
30261955,2
30262460,4
30262460,4
30267162,0
30268096,1
30268096,1
30268694,3
30268694,3
30268694,3
30286746,8
30292675,1
30292675,1
30292675,1
30294474,2
30320138,0
30320138,0
30322408,2
30325463,11
30325463,11
30341453,1
30352054,5
30352894,23
30352894,23
30354399,2
30354562,10
30354996,17
30364428,7
30369290,0
30369290,0
30370691,0
30372582,0
30384842,5
30406948,1
30415602,416
30418098,0
30418098,0
30418098,0
30424793,1
30427997,6
30427997,6
30442284,6
30453972,6
30463565,1
30484084,0
30487231,5
30487231,5
30497641,3
30540355,3
30562068,1
30562068,1
30571206,1
30571235,2
30571235,2
30571333,1
30571333,1
30571697,0
30571697,0
30572070,0
30572070,0
30573030,1
30580852,1
30580852,1
30586364,1
30586692,2
30586694,7
30586699,14
30586700,9
30586700,9
30586721,15
30586721,15
30586732,6
30586740,6
30586740,6
30590387,0
30590387,0
30590387,0
30590564,0
30590833,8
30592662,4
30593271,1
30593271,1
30602354,1
30602354,1
30602354,1
30602434,0
30618929,0
30618929,0
30624586,1
30624674,2
30629202,1
30629202,1
30658632,2
30678753,4
30678753,4
30688974,1
30688974,1
30688974,1
30701343,1
30712364,4
30712364,4
30721937,2
30726184,5
30726184,5
30726184,5
30727840,2
30727840,2
30727840,2
30732551,0
30732551,0
30732551,0
30734042,1
30734042,1
30734042,1
30735466,6
30735466,6
30735466,6
30740640,1
30740640,1
30753625,1
30756302,0
30756462,0
30756462,0
30758702,0
30758702,0
30770539,2
30790095,3
30798410,1
30798410,1
30817099,0
30817099,0
30819356,0
30819356,0
30832656,0
30832656,0
30832656,0
30851727,0
30852966,2
30852966,2
30852966,2
30857410,0
30857410,0
30865794,30
30882238,38
30882239,20
30890109,1
30890109,1
30890109,1
30890109,1
30890109,1
30890109,1
30897531,3
30897531,3
30906106,0
