query,nct_id
Outcomes of cerebrovascular accident_page_rank.csv,NCT01090362
Outcomes of cerebrovascular accident_page_rank.csv,NCT00860366
Outcomes of cerebrovascular accident_page_rank.csv,NCT00391872
Outcomes of cerebrovascular accident_page_rank.csv,NCT00591084
Outcomes of cerebrovascular accident_page_rank.csv,NCT03641651
Outcomes of cerebrovascular accident_page_rank.csv,NCT01840072
Outcomes of cerebrovascular accident_page_rank.csv,NCT01763320
Outcomes of cerebrovascular accident_page_rank.csv,NCT03036020
Outcomes of cerebrovascular accident_page_rank.csv,NCT03781609
Outcomes of cerebrovascular accident_page_rank.csv,NCT00837798
Outcomes of cerebrovascular accident_page_rank.csv,NCT03481777
Outcomes of cerebrovascular accident_page_rank.csv,NCT00967876
Outcomes of cerebrovascular accident_page_rank.csv,NCT01028742
Outcomes of cerebrovascular accident_page_rank.csv,NCT04118998
Outcomes of cerebrovascular accident_page_rank.csv,NCT03392493
Outcomes of cerebrovascular accident_page_rank.csv,NCT01916369
Outcomes of cerebrovascular accident_page_rank.csv,NCT04137809
Outcomes of cerebrovascular accident_page_rank.csv,NCT02871700
Outcomes of cerebrovascular accident_page_rank.csv,NCT04088565
Outcomes of cerebrovascular accident_page_rank.csv,NCT00226096
Outcomes of cerebrovascular accident_page_rank.csv,NCT03592745
Outcomes of cerebrovascular accident_page_rank.csv,NCT00605163
Outcomes of cerebrovascular accident_page_rank.csv,NCT01237860
Outcomes of cerebrovascular accident_page_rank.csv,NCT03588572
Outcomes of cerebrovascular accident_page_rank.csv,NCT01778335
Outcomes of cerebrovascular accident_page_rank.csv,NCT01141166
Outcomes of cerebrovascular accident_page_rank.csv,NCT00151177
Outcomes of cerebrovascular accident_page_rank.csv,NCT03876119
Outcomes of cerebrovascular accident_page_rank.csv,NCT03712033
Outcomes of cerebrovascular accident_page_rank.csv,NCT00780533
Outcomes of cerebrovascular accident_page_rank.csv,NCT01727648
Outcomes of cerebrovascular accident_page_rank.csv,NCT02556099
Outcomes of cerebrovascular accident_page_rank.csv,NCT03228979
Outcomes of cerebrovascular accident_page_rank.csv,NCT00604877
Outcomes of cerebrovascular accident_page_rank.csv,NCT00145119
Outcomes of cerebrovascular accident_page_rank.csv,NCT00130039
Outcomes of cerebrovascular accident_page_rank.csv,NCT02725853
Outcomes of cerebrovascular accident_page_rank.csv,NCT00716079
Outcomes of cerebrovascular accident_page_rank.csv,NCT01828567
Outcomes of cerebrovascular accident_page_rank.csv,NCT02077582
postoperative delirium_pageRank.csv,NCT00561678
postoperative delirium_pageRank.csv,NCT02084524
postoperative delirium_pageRank.csv,NCT02345902
postoperative delirium_pageRank.csv,NCT02899156
postoperative delirium_pageRank.csv,NCT04081090
postoperative delirium_pageRank.csv,NCT01616914
postoperative delirium_pageRank.csv,NCT03705728
postoperative delirium_pageRank.csv,NCT03451227
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03092089
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01046942
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00979199
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00669695
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01305785
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02580851
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00731302
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00042081
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02623517
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00429884
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00763893
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01604655
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01656850
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03181997
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03696940
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01515657
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02392767
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03031821
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00596479
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00526474
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02016170
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00533039
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01196819
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02627391
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03976921
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00694109
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00699998
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03004859
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02052037
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01067820
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00658515
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01106196
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03084510
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01174550
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03167307
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03050346
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02026713
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02063477
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00335452
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02426944
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01159639
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00607373
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00685984
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03200574
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01538446
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01057563
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00542503
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01790854
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01964001
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02001532
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02597127
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00059306
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00121966
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT02073422
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00794664
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01423188
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01777503
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03387605
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01932450
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00799396
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03458806
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01699048
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00544752
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00133718
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01806077
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01882881
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT00743925
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01468974
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01977859
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03226262
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT01677156
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT04200469
recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv,NCT03729739
safe treatment for Alzheimer disease_page_rank.csv,NCT00818662
safe treatment for Alzheimer disease_page_rank.csv,NCT00099710
safe treatment for Alzheimer disease_page_rank.csv,NCT01527916
safe treatment for Alzheimer disease_page_rank.csv,NCT00708552
safe treatment for Alzheimer disease_page_rank.csv,NCT00620659
safe treatment for Alzheimer disease_page_rank.csv,NCT03401619
safe treatment for Alzheimer disease_page_rank.csv,NCT01117181
safe treatment for Alzheimer disease_page_rank.csv,NCT00478205
safe treatment for Alzheimer disease_page_rank.csv,NCT03978338
safe treatment for Alzheimer disease_page_rank.csv,NCT02061878
safe treatment for Alzheimer disease_page_rank.csv,NCT01549834
safe treatments for asthma_pageRank.csv,NCT02559791
safe treatments for asthma_pageRank.csv,NCT00667992
safe treatments for asthma_pageRank.csv,NCT01216579
safe treatments for asthma_pageRank.csv,NCT03239431
safe treatments for asthma_pageRank.csv,NCT00817817
safe treatments for asthma_pageRank.csv,NCT02105961
safe treatments for asthma_pageRank.csv,NCT00995657
safe treatments for asthma_pageRank.csv,NCT01691508
safe treatments for asthma_pageRank.csv,NCT01185080
safe treatments for asthma_pageRank.csv,NCT03470311
safe treatments for asthma_pageRank.csv,NCT02414854
safe treatments for asthma_pageRank.csv,NCT01607372
safe treatments for asthma_pageRank.csv,NCT00849095
safe treatments for asthma_pageRank.csv,NCT00707811
safe treatments for asthma_pageRank.csv,NCT03086460
safe treatments for asthma_pageRank.csv,NCT03137199
safe treatments for asthma_pageRank.csv,NCT01007721
safe treatments for asthma_pageRank.csv,NCT01830673
safe treatments for asthma_pageRank.csv,NCT01729247
safe treatments for asthma_pageRank.csv,NCT01424553
safe treatments for asthma_pageRank.csv,NCT01946035
safe treatments for asthma_pageRank.csv,NCT01480271
safe treatments for asthma_pageRank.csv,NCT00968669
safe treatments for asthma_pageRank.csv,NCT01462344
safe treatments for asthma_pageRank.csv,NCT02528214
safe treatments for asthma_pageRank.csv,NCT01444430
safe treatments for asthma_pageRank.csv,NCT01795742
safe treatments for asthma_pageRank.csv,NCT02105948
safe treatments for asthma_pageRank.csv,NCT01563029
safe treatments for asthma_pageRank.csv,NCT00837967
safe treatments for asthma_pageRank.csv,NCT01013753
safe treatments for asthma_pageRank.csv,NCT01573767
safe treatments for asthma_pageRank.csv,NCT00393991
safe treatments for asthma_pageRank.csv,NCT01928771
safe treatments for asthma_pageRank.csv,NCT00770003
safe treatments for asthma_pageRank.csv,NCT01551147
serious Rheumatoid arthritis_pageRank.csv,NCT00663702
serious Rheumatoid arthritis_pageRank.csv,NCT00848354
serious Rheumatoid arthritis_pageRank.csv,NCT01261767
serious Rheumatoid arthritis_pageRank.csv,NCT02861586
serious Rheumatoid arthritis_pageRank.csv,NCT01709578
serious Rheumatoid arthritis_pageRank.csv,NCT00720798
serious Rheumatoid arthritis_pageRank.csv,NCT01083563
serious Rheumatoid arthritis_pageRank.csv,NCT00349349
serious Rheumatoid arthritis_pageRank.csv,NCT01120366
serious Rheumatoid arthritis_pageRank.csv,NCT00236028
serious Rheumatoid arthritis_pageRank.csv,NCT00942188
serious Rheumatoid arthritis_pageRank.csv,NCT00092703
serious Rheumatoid arthritis_pageRank.csv,NCT00976118
serious Rheumatoid arthritis_pageRank.csv,NCT00392587
serious Rheumatoid arthritis_pageRank.csv,NCT02278289
serious Rheumatoid arthritis_pageRank.csv,NCT00811733
serious Rheumatoid arthritis_pageRank.csv,NCT02639988
serious Rheumatoid arthritis_pageRank.csv,NCT00534651
serious Rheumatoid arthritis_pageRank.csv,NCT01552681
serious Rheumatoid arthritis_pageRank.csv,NCT01966549
serious Rheumatoid arthritis_pageRank.csv,NCT01274182
serious Rheumatoid arthritis_pageRank.csv,NCT00410163
serious Rheumatoid arthritis_pageRank.csv,NCT01556438
serious Rheumatoid arthritis_pageRank.csv,NCT00195650
serious Rheumatoid arthritis_pageRank.csv,NCT01505114
serious Rheumatoid arthritis_pageRank.csv,NCT01774877
serious Rheumatoid arthritis_pageRank.csv,NCT00803257
serious Rheumatoid arthritis_pageRank.csv,NCT01451203
serious Rheumatoid arthritis_pageRank.csv,NCT01200290
serious Rheumatoid arthritis_pageRank.csv,NCT00929864
serious Rheumatoid arthritis_pageRank.csv,NCT00122382
serious Rheumatoid arthritis_pageRank.csv,NCT02795299
serious Rheumatoid arthritis_pageRank.csv,NCT02054247
serious Rheumatoid arthritis_pageRank.csv,NCT01617421
serious Rheumatoid arthritis_pageRank.csv,NCT01873443
serious Rheumatoid arthritis_pageRank.csv,NCT00565500
serious Rheumatoid arthritis_pageRank.csv,NCT00167843
serious Rheumatoid arthritis_pageRank.csv,NCT00962832
serious Rheumatoid arthritis_pageRank.csv,NCT02109666
serious Rheumatoid arthritis_pageRank.csv,NCT03635086
serious Rheumatoid arthritis_pageRank.csv,NCT00465985
serious Rheumatoid arthritis_pageRank.csv,NCT01142726
serious Rheumatoid arthritis_pageRank.csv,NCT00656890
serious Rheumatoid arthritis_pageRank.csv,NCT02436785
serious Rheumatoid arthritis_pageRank.csv,NCT00770601
serious Rheumatoid arthritis_pageRank.csv,NCT00159835
serious Rheumatoid arthritis_pageRank.csv,NCT01959282
serious Rheumatoid arthritis_pageRank.csv,NCT00854321
serious Rheumatoid arthritis_pageRank.csv,NCT03010683
serious Rheumatoid arthritis_pageRank.csv,NCT02874287
serious Rheumatoid arthritis_pageRank.csv,NCT01174056
serious Rheumatoid arthritis_pageRank.csv,NCT00093314
serious Rheumatoid arthritis_pageRank.csv,NCT01770106
serious Rheumatoid arthritis_pageRank.csv,NCT00913458
serious Rheumatoid arthritis_pageRank.csv,NCT01060098
serious Rheumatoid arthritis_pageRank.csv,NCT00900146
serious Rheumatoid arthritis_pageRank.csv,NCT00714116
serious Rheumatoid arthritis_pageRank.csv,NCT00365976
serious Rheumatoid arthritis_pageRank.csv,NCT01034137
serious Rheumatoid arthritis_pageRank.csv,NCT00559585
serious Rheumatoid arthritis_pageRank.csv,NCT01504698
serious Rheumatoid arthritis_pageRank.csv,NCT00988780
serious Rheumatoid arthritis_pageRank.csv,NCT02155894
serious Rheumatoid arthritis_pageRank.csv,NCT01448850
serious Rheumatoid arthritis_pageRank.csv,NCT01972568
serious Rheumatoid arthritis_pageRank.csv,NCT03396315
serious Rheumatoid arthritis_pageRank.csv,NCT01583244
serious Rheumatoid arthritis_pageRank.csv,NCT00660647
serious Rheumatoid arthritis_pageRank.csv,NCT02013700
serious Rheumatoid arthritis_pageRank.csv,NCT00798369
serious Rheumatoid arthritis_pageRank.csv,NCT01768572
serious Rheumatoid arthritis_pageRank.csv,NCT00327691
serious Rheumatoid arthritis_pageRank.csv,NCT00092274
serious Rheumatoid arthritis_pageRank.csv,NCT03345212
serious sleep apnea_page_rank.csv,NCT01482351
serious sleep apnea_page_rank.csv,NCT00358267
serious sleep apnea_page_rank.csv,NCT02833662
serious sleep apnea_page_rank.csv,NCT01820156
serious sleep apnea_page_rank.csv,NCT00873977
serious sleep apnea_page_rank.csv,NCT02850913
serious sleep apnea_page_rank.csv,NCT02507089
serious sleep apnea_page_rank.csv,NCT02085720
serious sleep apnea_page_rank.csv,NCT02842255
serious sleep apnea_page_rank.csv,NCT00607100
serious sleep apnea_page_rank.csv,NCT03857802
serious sleep apnea_page_rank.csv,NCT02050425
serious sleep apnea_page_rank.csv,NCT01136785
serious sleep apnea_page_rank.csv,NCT01369576
serious sleep apnea_page_rank.csv,NCT00221897
serious sleep apnea_page_rank.csv,NCT00738179
serious sleep apnea_page_rank.csv,NCT01891656
serious sleep apnea_page_rank.csv,NCT02766660
serious sleep apnea_page_rank.csv,NCT02824263
serious sleep apnea_page_rank.csv,NCT00714740
serious sleep apnea_page_rank.csv,NCT01715194
serious sleep apnea_page_rank.csv,NCT03011762
serious sleep apnea_page_rank.csv,NCT00089752
serious sleep apnea_page_rank.csv,NCT01199042
serious sleep apnea_page_rank.csv,NCT00696111
serious sleep apnea_page_rank.csv,NCT02047071
serious sleep apnea_page_rank.csv,NCT00599534
serious sleep apnea_page_rank.csv,NCT01130948
serious sleep apnea_page_rank.csv,NCT00274430
serious sleep apnea_page_rank.csv,NCT00051363
serious sleep apnea_page_rank.csv,NCT00560859
serious sleep apnea_page_rank.csv,NCT02188589
serious sleep apnea_page_rank.csv,NCT00834509
serious sleep apnea_page_rank.csv,NCT01541839
serious sleep apnea_page_rank.csv,NCT00832065
serious sleep apnea_page_rank.csv,NCT02058823
serious sleep apnea_page_rank.csv,NCT02554487
serious sleep apnea_page_rank.csv,NCT01011647
serious sleep apnea_page_rank.csv,NCT00151177
serious sleep apnea_page_rank.csv,NCT01508754
serious sleep apnea_page_rank.csv,NCT01659671
serious sleep apnea_page_rank.csv,NCT01752556
serious sleep apnea_page_rank.csv,NCT01029561
serious sleep apnea_page_rank.csv,NCT01755091
serious sleep apnea_page_rank.csv,NCT04206449
serious sleep apnea_page_rank.csv,NCT02245659
serious sleep apnea_page_rank.csv,NCT02264353
serious sleep apnea_page_rank.csv,NCT01332175
"Treating Anemia, Iron-Deficiency in CKD patients_page_rank_15.csv",NCT01542879
treating people already having hypertension_page_rank.csv,NCT01496235
treating people already having hypertension_page_rank.csv,NCT02976376
treating people already having hypertension_page_rank.csv,NCT02272283
treating people already having hypertension_page_rank.csv,NCT01167153
treating people already having hypertension_page_rank.csv,NCT01276951
treating people already having hypertension_page_rank.csv,NCT01106677
treating people already having hypertension_page_rank.csv,NCT01746485
treating people already having hypertension_page_rank.csv,NCT00151814
treating people already having hypertension_page_rank.csv,NCT03764020
treating people already having hypertension_page_rank.csv,NCT03276598
treating people already having hypertension_page_rank.csv,NCT03588520
treating people already having hypertension_page_rank.csv,NCT01839110
treating people already having hypertension_page_rank.csv,NCT00406614
treating people already having hypertension_page_rank.csv,NCT00607893
treating people already having hypertension_page_rank.csv,NCT00330980
treating people already having hypertension_page_rank.csv,NCT00924105
treating people already having hypertension_page_rank.csv,NCT01743001
treating people already having hypertension_page_rank.csv,NCT00758524
treating people already having hypertension_page_rank.csv,NCT01154478
treating people already having hypertension_page_rank.csv,NCT00881985
treating people already having hypertension_page_rank.csv,NCT00313196
treating people already having hypertension_page_rank.csv,NCT01277094
treating people already having hypertension_page_rank.csv,NCT00810732
treating people already having hypertension_page_rank.csv,NCT02072876
treating people already having hypertension_page_rank.csv,NCT01030003
treating people already having hypertension_page_rank.csv,NCT00654862
treating people already having hypertension_page_rank.csv,NCT02554487
treating people already having hypertension_page_rank.csv,NCT02519699
treating people already having hypertension_page_rank.csv,NCT00089895
treating people already having hypertension_page_rank.csv,NCT00734630
treating people already having hypertension_page_rank.csv,NCT00469027
treating people already having hypertension_page_rank.csv,NCT02283047
treating people already having hypertension_page_rank.csv,NCT03219398
treating people already having hypertension_page_rank.csv,NCT01081834
treating people already having hypertension_page_rank.csv,NCT00388622
treating people already having hypertension_page_rank.csv,NCT00371293
treating people already having hypertension_page_rank.csv,NCT00843102
treating people already having hypertension_page_rank.csv,NCT00801034
treating people already having hypertension_page_rank.csv,NCT00887588
treating people already having hypertension_page_rank.csv,NCT02705807
treating people already having hypertension_page_rank.csv,NCT02624180
treating people already having hypertension_page_rank.csv,NCT00696384
treating people already having hypertension_page_rank.csv,NCT00720525
treating people already having hypertension_page_rank.csv,NCT01588795
treating people already having hypertension_page_rank.csv,NCT00591773
treating people already having hypertension_page_rank.csv,NCT01390727
treating people already having hypertension_page_rank.csv,NCT01178060
treating people already having hypertension_page_rank.csv,NCT00567957
treating people already having hypertension_page_rank.csv,NCT03345524
treating people already having hypertension_page_rank.csv,NCT02651272
treating people already having hypertension_page_rank.csv,NCT02512276
treating people already having hypertension_page_rank.csv,NCT00244621
treating people already having hypertension_page_rank.csv,NCT00360087
treating people already having hypertension_page_rank.csv,NCT02083757
treating people already having hypertension_page_rank.csv,NCT00219102
treating people already having hypertension_page_rank.csv,NCT01875094
treating people already having hypertension_page_rank.csv,NCT02734472
treating people already having hypertension_page_rank.csv,NCT02466490
treating people already having hypertension_page_rank.csv,NCT00389220
treating people already having hypertension_page_rank.csv,NCT03267667
treating people already having hypertension_page_rank.csv,NCT01507662
treating people already having hypertension_page_rank.csv,NCT01207089
treating people already having hypertension_page_rank.csv,NCT01206062
treating people already having hypertension_page_rank.csv,NCT02431793
treating people already having hypertension_page_rank.csv,NCT02040441
treating people already having hypertension_page_rank.csv,NCT03708484
treating people already having hypertension_page_rank.csv,NCT00201019
treating people already having hypertension_page_rank.csv,NCT00846365
treating people already having hypertension_page_rank.csv,NCT02201004
treating people already having hypertension_page_rank.csv,NCT02471963
treating people already having hypertension_page_rank.csv,NCT00717665
treating people already having hypertension_page_rank.csv,NCT02007629
treating people already having hypertension_page_rank.csv,NCT02290613
treating people already having hypertension_page_rank.csv,NCT03255551
treating people already having hypertension_page_rank.csv,NCT02099578
treating people already having hypertension_page_rank.csv,NCT02082704
treating people already having hypertension_page_rank.csv,NCT02767739
treating people already having hypertension_page_rank.csv,NCT00964847
treating people already having hypertension_page_rank.csv,NCT00000620
treating people already having hypertension_page_rank.csv,NCT00978926
treating people already having hypertension_page_rank.csv,NCT00000542
treating people already having hypertension_page_rank.csv,NCT04140240
treating people already having hypertension_page_rank.csv,NCT00089752
treating people already having hypertension_page_rank.csv,NCT01106625
treating people already having hypertension_page_rank.csv,NCT02321618
treating people already having hypertension_page_rank.csv,NCT02727543
treating people already having hypertension_page_rank.csv,NCT00935077
treating people already having hypertension_page_rank.csv,NCT01995383
treating people already having hypertension_page_rank.csv,NCT04049162
treating people already having hypertension_page_rank.csv,NCT00741585
treating people already having hypertension_page_rank.csv,NCT01975428
treating people already having hypertension_page_rank.csv,NCT00133692
treating people already having hypertension_page_rank.csv,NCT01442883
treating people already having hypertension_page_rank.csv,NCT00855465
treating people already having hypertension_page_rank.csv,NCT01459900
treating people already having hypertension_page_rank.csv,NCT00870493
treating people already having hypertension_page_rank.csv,NCT01162759
treating people already having hypertension_page_rank.csv,NCT00627861
treating people already having hypertension_page_rank.csv,NCT00476827
treating people already having hypertension_page_rank.csv,NCT00554619
treating people already having hypertension_page_rank.csv,NCT01113047
treating people already having hypertension_page_rank.csv,NCT01911897
treating people already having hypertension_page_rank.csv,NCT00924651
treating people already having hypertension_page_rank.csv,NCT02260557
treating people already having hypertension_page_rank.csv,NCT00922311
treating people already having hypertension_page_rank.csv,NCT02282033
treating people already having hypertension_page_rank.csv,NCT02480062
treating people already having hypertension_page_rank.csv,NCT01135212
treating people already having hypertension_page_rank.csv,NCT01637909
treating people already having hypertension_page_rank.csv,NCT03593746
treating people already having hypertension_page_rank.csv,NCT01734096
treating people already having hypertension_page_rank.csv,NCT02526732
treating people already having hypertension_page_rank.csv,NCT00700856
treating people already having hypertension_page_rank.csv,NCT02413398
treating people already having hypertension_page_rank.csv,NCT02268214
treating people already having hypertension_page_rank.csv,NCT01258673
treating people already having hypertension_page_rank.csv,NCT00638794
treating people already having hypertension_page_rank.csv,NCT00248872
treating people already having hypertension_page_rank.csv,NCT03872856
treating people already having hypertension_page_rank.csv,NCT00585637
treating people already having hypertension_page_rank.csv,NCT01980771
treating people already having hypertension_page_rank.csv,NCT00709137
treating people already having hypertension_page_rank.csv,NCT01587183
treating people already having hypertension_page_rank.csv,NCT02191111
treating people already having hypertension_page_rank.csv,NCT01730534
treating people already having hypertension_page_rank.csv,NCT01581515
treating people already having hypertension_page_rank.csv,NCT01051960
treating people already having hypertension_page_rank.csv,NCT01202032
treating people already having hypertension_page_rank.csv,NCT03847350
treating people already having hypertension_page_rank.csv,NCT02383238
treating people already having hypertension_page_rank.csv,NCT03775096
treating people already having hypertension_page_rank.csv,NCT02755831
treating people already having hypertension_page_rank.csv,NCT02371317
treating people already having hypertension_page_rank.csv,NCT01387035
treating people already having hypertension_page_rank.csv,NCT01326650
treating people already having hypertension_page_rank.csv,NCT02687178
treating people already having hypertension_page_rank.csv,NCT01623661
treating people already having hypertension_page_rank.csv,NCT01368614
treating people already having hypertension_page_rank.csv,NCT00716079
treating people already having hypertension_page_rank.csv,NCT00580528
treating people already having hypertension_page_rank.csv,NCT01106690
