"pmid","nct_id","reference_type","cite_count"
23051772,"NCT00292552","one-to-one",NA
23062530,"NCT00047437","one-to-one",NA
23063367,"NCT00700856","one-to-one",NA
23063367,"NCT00700856","one-to-one",NA
23071495,"NCT00000560","one-to-one",NA
23078148,"NCT00393991","one-to-one",NA
23092052,"NCT00381303","one-to-one",NA
23107780,"NCT00099710","one-to-one",NA
23113909,"NCT01187056","one-to-one",NA
23113909,"NCT01187056","one-to-one",NA
23117779,"NCT00699998","one-to-one",NA
23117779,"NCT00699998","one-to-one",NA
23122802,"NCT00530894","one-to-one",NA
23126252,"NCT00658515","one-to-one",NA
23128968,"NCT00741286","one-to-one",NA
23128968,"NCT00741286","one-to-one",NA
23128968,"NCT00741286","one-to-one",NA
23129601,"NCT00900146","one-to-one",NA
23137503,"NCT00391872","one-to-one",NA
23137503,"NCT00391872","one-to-one",NA
23144326,"NCT00292552","one-to-one",NA
23152839,"NCT00794664","one-to-one",NA
23152839,"NCT00794664","one-to-one",NA
23152962,"NCT01592734","one-to-one",NA
23169319,"NCT00929864","one-to-one",NA
23177481,"NCT01116856","one-to-one",NA
23177481,"NCT01116856","one-to-one",NA
23184565,"NCT00153101","one-to-one",NA
23185280,"NCT01313819","one-to-one",NA
23194494,"NCT00000542","one-to-one",NA
23194494,"NCT00000542","one-to-one",NA
23194494,"NCT00000542","one-to-one",NA
23196037,"NCT00914095","one-to-one",NA
23196037,"NCT00914095","one-to-one",NA
23204602,"NCT00051363","one-to-one",NA
23204602,"NCT00051363","one-to-one",NA
23212996,"NCT00153101","one-to-one",NA
23216780,"NCT01166243","one-to-one",12
23227315,"NCT00580528","one-to-one",NA
23238658,"NCT00000620","one-to-one",NA
23238658,"NCT00000620","one-to-one",NA
23242479,"NCT00330980","one-to-one",NA
23243212,"NCT00810732","one-to-one",12
23254770,"NCT00392587","one-to-one",NA
23259716,"NCT01116856","one-to-one",NA
23259716,"NCT01116856","one-to-one",NA
23265344,"NCT00597220","one-to-one",NA
23265344,"NCT00597220","one-to-one",NA
23277305,"NCT00391872","one-to-one",NA
23277305,"NCT00391872","one-to-one",NA
23289728,"NCT00242944","one-to-one",NA
23289728,"NCT00242944","one-to-one",NA
23291425,"NCT00119717","one-to-one",NA
23291425,"NCT00119717","one-to-one",NA
23294191,"NCT00836836","one-to-one",NA
23299909,"NCT00027352","one-to-one",NA
23315371,"NCT01471795","one-to-one",NA
23315371,"NCT01471795","one-to-one",NA
23324133,"NCT01312233","one-to-one",NA
23324133,"NCT01312233","one-to-one",NA
23336703,"NCT01719276","one-to-one",NA
23336703,"NCT01719276","one-to-one",NA
23364004,"NCT00473031","one-to-one",NA
23364390,"NCT00995657","one-to-one",NA
23372270,"NCT00873977","one-to-one",NA
23372270,"NCT00873977","one-to-one",NA
23380890,"NCT01237197","one-to-one",NA
23380890,"NCT01237197","one-to-one",NA
23392654,"NCT00799396","one-to-one",NA
23396280,"NCT00526474","one-to-one",NA
23396280,"NCT00526474","one-to-one",NA
23396280,"NCT00526474","one-to-one",NA
23412077,"NCT00000620","one-to-one",NA
23412077,"NCT00000620","one-to-one",NA
23416014,"NCT00089895","one-to-one",NA
23416014,"NCT00089895","one-to-one",NA
23433590,"NCT00495326","one-to-one",NA
23435697,"NCT00458393","one-to-one",NA
23459001,"NCT00292552","one-to-one",NA
23461895,"NCT00656890","one-to-one",NA
23463811,"NCT01162759","one-to-one",NA
23468553,"NCT00164736","one-to-one",NA
23471467,"NCT00292552","one-to-one",NA
23480216,"NCT01251822","one-to-one",NA
23484827,"NCT01009606","one-to-one",NA
23487599,"NCT00585637","one-to-one",NA
23500307,"NCT00720525","one-to-one",NA
23501976,"NCT00526474","one-to-one",NA
23501976,"NCT00526474","one-to-one",NA
23501976,"NCT00526474","one-to-one",NA
23506651,"NCT00935077","one-to-one",NA
23516440,"NCT01088295","one-to-one",NA
23519546,"NCT00734630","one-to-one",NA
23529173,"NCT00000542","one-to-one",NA
23529173,"NCT00000542","one-to-one",NA
23529173,"NCT00000542","one-to-one",NA
23535761,"NCT01670669","one-to-one",NA
23537976,"NCT00089895","one-to-one",NA
23537976,"NCT00089895","one-to-one",NA
23548052,"NCT01617421","one-to-one",NA
23549132,"NCT00119717","one-to-one",NA
23549132,"NCT00119717","one-to-one",NA
23549489,"NCT00722319","one-to-one",NA
23549489,"NCT00722319","one-to-one",NA
23572474,"NCT00391872","one-to-one",NA
23572474,"NCT00391872","one-to-one",NA
23585526,"NCT00171821","one-to-one",NA
23588439,"NCT01116856","one-to-one",NA
23588439,"NCT01116856","one-to-one",NA
23602230,"NCT00705445","one-to-one",109
23602230,"NCT00705445","one-to-one",109
23617744,"NCT01090362","one-to-one",NA
23617744,"NCT01090362","one-to-one",NA
23623915,"NCT00530894","one-to-one",NA
23639243,"NCT00495651","one-to-one",NA
23644225,"NCT01659671","one-to-one",NA
23650556,"NCT00390962","one-to-one",NA
23650556,"NCT00390962","one-to-one",NA
23656848,"NCT00414167","one-to-one",NA
23656848,"NCT00414167","one-to-one",NA
23661689,"NCT00395135","one-to-one",NA
23661689,"NCT00603291","one-to-one",NA
23661689,"NCT00603291","one-to-one",NA
23661689,"NCT00395135","one-to-one",NA
23661722,"NCT00530894","one-to-one",NA
23663813,"NCT00047437","one-to-one",NA
23669822,"NCT00887978","one-to-one",NA
23674398,"NCT00159835","one-to-one",NA
23674398,"NCT00327691","one-to-one",NA
23674398,"NCT00327691","one-to-one",NA
23675422,"NCT00870493","one-to-one",NA
23684680,"NCT00530894","one-to-one",NA
23685298,"NCT01196819","one-to-one",NA
23692173,"NCT00560859","one-to-one",NA
23692173,"NCT00560859","one-to-one",NA
23700341,"NCT00164736","one-to-one",NA
23704912,"NCT01090362","one-to-one",NA
23704912,"NCT01090362","one-to-one",NA
23706025,"NCT01668407","one-to-one",9
23706025,"NCT01668407","one-to-one",9
23713578,"NCT00716079","one-to-one",NA
23713578,"NCT00716079","one-to-one",NA
23713578,"NCT00716079","one-to-one",NA
23720247,"NCT00133692","one-to-one",NA
23721984,"NCT00964847","one-to-one",NA
23723343,"NCT01332175","one-to-one",11
23723343,"NCT01332175","one-to-one",11
23725996,"NCT00530894","one-to-one",NA
23726159,"NCT00059306","one-to-one",NA
23726159,"NCT00059306","one-to-one",NA
23730928,"NCT00406614","one-to-one",NA
23730989,"NCT00935077","one-to-one",NA
23736109,"NCT00059306","one-to-one",NA
23736109,"NCT00059306","one-to-one",NA
23748210,"NCT01709682","one-to-one",NA
23748210,"NCT01709682","one-to-one",NA
23755215,"NCT00001137","one-to-one",NA
23782510,"NCT01558765","one-to-one",NA
23792193,"NCT00967876","one-to-one",NA
23800556,"NCT00391872","one-to-one",NA
23800556,"NCT00391872","one-to-one",NA
23809536,"NCT00292552","one-to-one",NA
23816026,"NCT00389220","one-to-one",NA
23828106,"NCT00119717","one-to-one",NA
23828106,"NCT00119717","one-to-one",NA
23847271,"NCT01326949","one-to-one",NA
23861381,"NCT00170326","one-to-one",NA
23866179,"NCT00391872","one-to-one",NA
23866179,"NCT00391872","one-to-one",NA
23880099,"NCT00809393","one-to-one",NA
23883377,"NCT00855465","one-to-one",NA
23890998,"NCT00638794","one-to-one",NA
23891440,"NCT01404195","one-to-one",NA
23891440,"NCT01404195","one-to-one",NA
23895814,"NCT00153101","one-to-one",NA
23896681,"NCT00027352","one-to-one",NA
23899210,"NCT00292552","one-to-one",NA
23900047,"NCT00391872","one-to-one",NA
23900047,"NCT00391872","one-to-one",NA
23900696,"NCT00251251","one-to-one",NA
23902482,"NCT01282996","one-to-one",NA
23902779,"NCT00717730","one-to-one",NA
23905663,"NCT01116856","one-to-one",NA
23905663,"NCT01116856","one-to-one",NA
23911539,"NCT00292552","one-to-one",NA
23915796,"NCT00167700","one-to-one",NA
23915796,"NCT00167700","one-to-one",NA
23920422,"NCT00620659","one-to-one",NA
23920422,"NCT00620659","one-to-one",NA
23925936,"NCT00803257","one-to-one",NA
23925936,"NCT00803257","one-to-one",NA
23929781,"NCT00047437","one-to-one",NA
23936377,"NCT01130948","one-to-one",NA
23936756,"NCT00047437","one-to-one",NA
23939297,"NCT00153101","one-to-one",NA
23941576,"NCT01812993","one-to-one",NA
23941576,"NCT01812993","one-to-one",NA
23942767,"NCT00843102","one-to-one",NA
23945372,"NCT01075152","one-to-one",NA
23945372,"NCT01075152","one-to-one",NA
23947473,"NCT00292552","one-to-one",NA
23953385,"NCT00699998","one-to-one",NA
23953385,"NCT00699998","one-to-one",NA
23957382,"NCT01169454","one-to-one",8
23957382,"NCT01169454","one-to-one",8
23957382,"NCT01169454","one-to-one",8
23962455,"NCT00929864","one-to-one",NA
23963546,"NCT01167153","one-to-one",NA
23968698,"NCT00389220","one-to-one",NA
23987561,"NCT01850875","one-to-one",NA
23987561,"NCT01850875","one-to-one",NA
23987834,"NCT00133718","one-to-one",NA
23989301,"NCT01061931","one-to-one",NA
23989301,"NCT01061931","one-to-one",NA
23991658,"NCT00986154","one-to-one",NA
23995437,"NCT00251251","one-to-one",NA
24011548,"NCT00491036","one-to-one",NA
24011548,"NCT00491036","one-to-one",NA
24016147,"NCT01794416","one-to-one",NA
24016147,"NCT01794416","one-to-one",NA
24016495,"NCT00089895","one-to-one",NA
24016495,"NCT00089895","one-to-one",NA
24016496,"NCT00391872","one-to-one",NA
24016496,"NCT00391872","one-to-one",NA
24016511,"NCT00098137","one-to-one",NA
24016511,"NCT00098137","one-to-one",NA
24021498,"NCT01117181","one-to-one",NA
24022747,"NCT00660647","one-to-one",NA
24022862,"NCT00731302","one-to-one",NA
24024499,"NCT00027352","one-to-one",NA
24026211,"NCT01106677","one-to-one",NA
24040920,"NCT01187056","one-to-one",NA
24040920,"NCT01187056","one-to-one",NA
24050312,"NCT00968669","one-to-one",NA
24073978,"NCT00478205","one-to-one",NA
24073995,"NCT01081834","one-to-one",NA
24075453,"NCT00900146","one-to-one",NA
24076337,"NCT00235495","one-to-one",NA
24076337,"NCT00235495","one-to-one",NA
24076337,"NCT00235495","one-to-one",NA
24093853,"NCT00089895","one-to-one",NA
24093853,"NCT00089895","one-to-one",NA
24097372,"NCT01058980","one-to-one",NA
24097372,"NCT01058980","one-to-one",NA
24103327,"NCT00047437","one-to-one",NA
24105334,"NCT02686320","one-to-one",NA
24106924,"NCT00488137","one-to-one",NA
24107737,"NCT00758524","one-to-one",NA
24122883,"NCT00798369","one-to-one",NA
24131826,"NCT00167700","one-to-one",NA
24131826,"NCT00167700","one-to-one",NA
24135389,"NCT00121966","one-to-one",NA
24138880,"NCT02850276","one-to-one",NA
24140659,"NCT00530894","one-to-one",NA
24149007,"NCT00716079","one-to-one",NA
24149007,"NCT00716079","one-to-one",NA
24149007,"NCT00716079","one-to-one",NA
24152861,"NCT00530894","one-to-one",NA
24159564,"NCT00000560","one-to-one",NA
24161334,"NCT00530894","one-to-one",NA
24170388,"NCT00391872","one-to-one",NA
24170388,"NCT00391872","one-to-one",NA
24170759,"NCT00000620","one-to-one",NA
24170759,"NCT00000620","one-to-one",NA
24176441,"NCT00145119","one-to-one",7
24176441,"NCT00145119","one-to-one",7
24177006,"NCT00059306","one-to-one",NA
24177006,"NCT00059306","one-to-one",NA
24179294,"NCT01030003","one-to-one",NA
24184245,"NCT00887588","one-to-one",NA
24186563,"NCT01305785","one-to-one",NA
24186563,"NCT01305785","one-to-one",NA
24191305,"NCT00153101","one-to-one",NA
24207098,"NCT01492725","one-to-one",NA
24207098,"NCT01492725","one-to-one",NA
24210779,"NCT00483808","one-to-one",NA
24212451,"NCT00562263","one-to-one",NA
24216069,"NCT01863576","one-to-one",NA
24221391,"NCT00530894","one-to-one",NA
24225451,"NCT00705445","one-to-one",5
24225451,"NCT00705445","one-to-one",5
24240777,"NCT01840072","one-to-one",NA
24240777,"NCT01840072","one-to-one",NA
24240777,"NCT01840072","one-to-one",NA
24260334,"NCT00715052","one-to-one",NA
24267310,"NCT00469027","one-to-one",NA
24275895,"NCT00464464","one-to-one",NA
24279747,"NCT01813851","one-to-one",NA
24279747,"NCT01813851","one-to-one",NA
24281330,"NCT00638794","one-to-one",NA
24283598,"NCT00000542","one-to-one",NA
24283598,"NCT00000542","one-to-one",NA
24283598,"NCT00000542","one-to-one",NA
24291272,"NCT00530894","one-to-one",NA
24291283,"NCT00530894","one-to-one",NA
24293768,"NCT00738179","one-to-one",NA
24293768,"NCT00738179","one-to-one",NA
24293768,"NCT00738179","one-to-one",NA
24293773,"NCT01130948","one-to-one",NA
24296848,"NCT00000620","one-to-one",NA
24296848,"NCT00000620","one-to-one",NA
24299607,"NCT01774877","one-to-one",NA
24315720,"NCT00130039","one-to-one",NA
24315720,"NCT00130039","one-to-one",NA
24315720,"NCT00130039","one-to-one",NA
24326304,"NCT00004855","one-to-one",NA
24326304,"NCT00001137","one-to-one",NA
24326304,"NCT00000903","one-to-one",NA
24332218,"NCT01007721","one-to-one",NA
24351885,"NCT00098137","one-to-one",NA
24351885,"NCT00098137","one-to-one",NA
24356474,"NCT00848354","one-to-one",NA
24356937,"NCT00153101","one-to-one",NA
24366103,"NCT00833690","one-to-one",NA
24366918,"NCT00694109","one-to-one",NA
24366918,"NCT00694109","one-to-one",NA
24368436,"NCT00945698","one-to-one",NA
24368437,"NCT00585637","one-to-one",NA
24373555,"NCT00753532","one-to-one",NA
24373555,"NCT00753532","one-to-one",NA
24380989,"NCT01659619","one-to-one",NA
24381222,"NCT00164736","one-to-one",NA
24382410,"NCT01411371","one-to-one",NA
24382410,"NCT01411371","one-to-one",NA
24392948,"NCT01106014","one-to-one",NA
24396625,"NCT00381303","one-to-one",NA
24401143,"NCT01087918","one-to-one",NA
24423370,"NCT01984034","one-to-one",NA
24423370,"NCT01984034","one-to-one",NA
24428877,"NCT00685984","one-to-one",NA
24428877,"NCT00685984","one-to-one",NA
24429093,"NCT00292552","one-to-one",NA
24443277,"NCT00349349","one-to-one",NA
24443277,"NCT00093314","one-to-one",NA
24443277,"NCT00092274","one-to-one",NA
24443504,"NCT01587404","one-to-one",NA
24443504,"NCT01587404","one-to-one",NA
24493100,"NCT00000620","one-to-one",NA
24493100,"NCT00000620","one-to-one",NA
24497655,"NCT00560859","one-to-one",NA
24497655,"NCT00560859","one-to-one",NA
24500152,"NCT00164736","one-to-one",NA
24503952,"NCT01034917","one-to-one",NA
24517339,"NCT01081834","one-to-one",NA
24517339,"NCT01106677","one-to-one",NA
24517339,"NCT01106625","one-to-one",NA
24517339,"NCT01106690","one-to-one",NA
24523037,"NCT00059306","one-to-one",NA
24523037,"NCT00059306","one-to-one",NA
24530176,"NCT00716079","one-to-one",NA
24530176,"NCT00716079","one-to-one",NA
24530176,"NCT00716079","one-to-one",NA
24531331,"NCT00389220","one-to-one",NA
24552242,"NCT00292552","one-to-one",NA
24561148,"NCT00391872","one-to-one",NA
24561148,"NCT00391872","one-to-one",NA
24561149,"NCT00530894","one-to-one",NA
24562802,"NCT00089895","one-to-one",NA
24562802,"NCT00089895","one-to-one",NA
24576271,"NCT00600197","one-to-one",NA
24576271,"NCT00600197","one-to-one",NA
24584926,"NCT00559585","one-to-one",NA
24585202,"NCT01081834","one-to-one",NA
24585202,"NCT01106625","one-to-one",NA
24588905,"NCT01330238","one-to-one",13
24588905,"NCT01330238","one-to-one",13
24595629,"NCT00000620","one-to-one",NA
24595629,"NCT00000620","one-to-one",NA
24596458,"NCT01141166","one-to-one",NA
24598154,"NCT00473031","one-to-one",NA
24607027,"NCT00089895","one-to-one",NA
24607027,"NCT00089895","one-to-one",NA
24610807,"NCT00251251","one-to-one",NA
24612097,"NCT01785628","one-to-one",NA
24613084,"NCT00458393","one-to-one",NA
24619321,"NCT00237692","one-to-one",NA
24621858,"NCT00321061","one-to-one",NA
24638072,"NCT00001137","one-to-one",NA
24642016,"NCT01019733","one-to-one",NA
24642016,"NCT01019733","one-to-one",NA
24642016,"NCT01019733","one-to-one",NA
24647802,"NCT00390962","one-to-one",NA
24647802,"NCT00390962","one-to-one",NA
24652887,"NCT00406614","one-to-one",NA
24661819,"NCT00059306","one-to-one",NA
24661819,"NCT00059306","one-to-one",NA
24663014,"NCT00495326","one-to-one",NA
24666617,"NCT01159639","one-to-one",NA
24671049,"NCT00406614","one-to-one",NA
24682844,"NCT00391872","one-to-one",NA
24682844,"NCT00391872","one-to-one",NA
24693926,"NCT02024061","one-to-one",NA
24693926,"NCT02024061","one-to-one",NA
24697851,"NCT00269412","one-to-one",NA
24699052,"NCT00753532","one-to-one",NA
24699052,"NCT00753532","one-to-one",NA
24703208,"NCT00860366","one-to-one",NA
24703208,"NCT00860366","one-to-one",NA
24703208,"NCT00860366","one-to-one",NA
24711047,"NCT00076492","one-to-one",NA
24713455,"NCT00145119","one-to-one",6
24713455,"NCT00145119","one-to-one",6
24732867,"NCT00596596","one-to-one",NA
24740633,"NCT00458393","one-to-one",NA
24742013,"NCT01081834","one-to-one",NA
24742013,"NCT01106677","one-to-one",NA
24742013,"NCT01106625","one-to-one",NA
24742013,"NCT01106690","one-to-one",NA
24742341,"NCT01505010","one-to-one",NA
24748465,"NCT01727648","one-to-one",NA
24748465,"NCT01727648","one-to-one",NA
24750460,"NCT00121472","one-to-one",NA
24750460,"NCT00121485","one-to-one",NA
24763770,"NCT00464464","one-to-one",NA
24779706,"NCT00000542","one-to-one",NA
24779706,"NCT00000542","one-to-one",NA
24779706,"NCT00000542","one-to-one",NA
24786834,"NCT01081834","one-to-one",NA
24786834,"NCT01106677","one-to-one",NA
24786834,"NCT01106625","one-to-one",NA
24786834,"NCT01106690","one-to-one",NA
24795473,"NCT00001137","one-to-one",NA
24811331,"NCT00714740","one-to-one",NA
24811331,"NCT00714740","one-to-one",NA
24815199,"NCT00401362","one-to-one",NA
24820191,"NCT00530894","one-to-one",NA
24830710,"NCT00391872","one-to-one",NA
24830710,"NCT00391872","one-to-one",NA
24842697,"NCT00000542","one-to-one",NA
24842697,"NCT00000542","one-to-one",NA
24842697,"NCT00000542","one-to-one",NA
24852952,"NCT01009606","one-to-one",NA
24860459,"NCT01668407","one-to-one",5
24860459,"NCT01668407","one-to-one",5
24862645,"NCT00059306","one-to-one",NA
24862645,"NCT00059306","one-to-one",NA
24870935,"NCT00027352","one-to-one",NA
24870935,"NCT00004978","one-to-one",NA
24874071,"NCT00292552","one-to-one",NA
24882900,"NCT00365976","one-to-one",NA
24882900,"NCT00365976","one-to-one",NA
24886064,"NCT01949948","one-to-one",NA
24886064,"NCT01949948","one-to-one",NA
24886064,"NCT01949948","one-to-one",NA
24890527,"NCT01174550","one-to-one",NA
24890527,"NCT01174550","one-to-one",NA
24890823,"NCT00810732","one-to-one",18
24903195,"NCT00491036","one-to-one",NA
24903195,"NCT00491036","one-to-one",NA
24906637,"NCT00770601","one-to-one",NA
24907147,"NCT00848354","one-to-one",NA
24912797,"NCT00942188","one-to-one",NA
24917940,"NCT00488137","one-to-one",NA
24918371,"NCT00371293","one-to-one",NA
24918371,"NCT00371293","one-to-one",NA
24918789,"NCT01081834","one-to-one",NA
24918789,"NCT01106677","one-to-one",NA
24918789,"NCT01106625","one-to-one",NA
24918789,"NCT01106690","one-to-one",NA
24931393,"NCT00000560","one-to-one",NA
24949622,"NCT01809990","one-to-one",NA
24952862,"NCT00391872","one-to-one",NA
24952862,"NCT00391872","one-to-one",NA
24952863,"NCT00699998","one-to-one",NA
24952863,"NCT00699998","one-to-one",NA
24957314,"NCT00130039","one-to-one",NA
24957314,"NCT00874601","one-to-one",NA
24957314,"NCT00130039","one-to-one",NA
24957314,"NCT00874601","one-to-one",NA
24957314,"NCT00130039","one-to-one",NA
24957314,"NCT00874601","one-to-one",NA
24957530,"NCT00391872","one-to-one",NA
24957530,"NCT00391872","one-to-one",NA
24958751,"NCT00530894","one-to-one",NA
24963568,"NCT01075152","one-to-one",NA
24963568,"NCT01075152","one-to-one",NA
24965834,"NCT01795742","one-to-one",NA
24968955,"NCT00221117","one-to-one",NA
24974387,"NCT00585637","one-to-one",NA
24985779,"NCT00495651","one-to-one",NA
25002161,"NCT00000542","one-to-one",NA
25002161,"NCT00000542","one-to-one",NA
25002161,"NCT00000542","one-to-one",NA
25002717,"NCT00047437","one-to-one",NA
25011720,"NCT00530894","one-to-one",NA
25012156,"NCT00699998","one-to-one",NA
25012156,"NCT00699998","one-to-one",NA
25032995,"NCT00292552","one-to-one",NA
25034716,"NCT00059306","one-to-one",NA
25034716,"NCT00059306","one-to-one",NA
25060819,"NCT01729247","one-to-one",NA
25064164,"NCT00724594","one-to-one",NA
25070302,"NCT00560859","one-to-one",NA
25070302,"NCT00560859","one-to-one",NA
25072816,"NCT00390962","one-to-one",NA
25072816,"NCT00390962","one-to-one",NA
25073894,"NCT00001137","one-to-one",NA
25073921,"NCT00042081","one-to-one",NA
25083017,"NCT01820156","one-to-one",NA
25088437,"NCT00000620","one-to-one",NA
25088437,"NCT00000620","one-to-one",NA
25095738,"NCT01159639","one-to-one",NA
25107437,"NCT01968122","one-to-one",NA
25124284,"NCT02072876","one-to-one",NA
25124284,"NCT02072876","one-to-one",NA
25127725,"NCT00000620","one-to-one",NA
25127725,"NCT00000620","one-to-one",NA
25134640,"NCT00292552","one-to-one",NA
25138249,"NCT00887588","one-to-one",NA
25141110,"NCT02054247","one-to-one",NA
25141110,"NCT02054247","one-to-one",NA
25158772,"NCT00059306","one-to-one",NA
25158772,"NCT00059306","one-to-one",NA
25159234,"NCT00000620","one-to-one",NA
25159234,"NCT00000620","one-to-one",NA
25172198,"NCT00000620","one-to-one",NA
25172198,"NCT00000620","one-to-one",NA
25186534,"NCT01588795","one-to-one",NA
25186534,"NCT01570777","one-to-one",NA
25186534,"NCT01588795","one-to-one",NA
25190442,"NCT00059306","one-to-one",NA
25190442,"NCT00059306","one-to-one",NA
25193529,"NCT00000620","one-to-one",NA
25193529,"NCT00000620","one-to-one",NA
25199060,"NCT01691508","one-to-one",NA
25205802,"NCT00530894","one-to-one",NA
25211369,"NCT01812200","one-to-one",NA
25211369,"NCT01812200","one-to-one",NA
25221387,"NCT00669695","one-to-one",5
25221387,"NCT00669695","one-to-one",5
25222305,"NCT00307151","one-to-one",NA
25227476,"NCT01280123","one-to-one",NA
25227704,"NCT00391872","one-to-one",NA
25227704,"NCT00391872","one-to-one",NA
25229335,"NCT00000620","one-to-one",NA
25229335,"NCT00000620","one-to-one",NA
25229735,"NCT00201968","one-to-one",NA
25230290,"NCT00458393","one-to-one",NA
25239590,"NCT01330381","one-to-one",14
25240532,"NCT00900146","one-to-one",NA
25240705,"NCT01644188","one-to-one",NA
25241909,"NCT00292552","one-to-one",NA
25249397,"NCT00660647","one-to-one",NA
25252696,"NCT01247545","one-to-one",NA
25252721,"NCT00394706","one-to-one",NA
25256179,"NCT01709045","one-to-one",NA
25257633,"NCT00530894","one-to-one",NA
25261549,"NCT00042081","one-to-one",NA
25264782,"NCT00709605","one-to-one",NA
25265132,"NCT00513656","one-to-one",NA
25265132,"NCT00513656","one-to-one",NA
25270901,"NCT00530894","one-to-one",NA
25277997,"NCT00887588","one-to-one",NA
25281400,"NCT01259219","one-to-one",NA
25285539,"NCT00811954","one-to-one",NA
25323230,"NCT00292552","one-to-one",NA
25329038,"NCT01081834","one-to-one",NA
25329038,"NCT01106677","one-to-one",NA
25329038,"NCT01106625","one-to-one",NA
25329038,"NCT01106690","one-to-one",NA
25330161,"NCT00495651","one-to-one",NA
25331850,"NCT00153101","one-to-one",NA
25332483,"NCT00524446","one-to-one",NA
25332483,"NCT00524446","one-to-one",NA
25336467,"NCT00530894","one-to-one",NA
25341556,"NCT00292552","one-to-one",NA
25344427,"NCT01312233","one-to-one",NA
25344427,"NCT01312233","one-to-one",NA
25345751,"NCT01581515","one-to-one",NA
25348273,"NCT01305785","one-to-one",NA
25348273,"NCT01305785","one-to-one",NA
25350981,"NCT00633880","one-to-one",NA
25350981,"NCT00633880","one-to-one",NA
25356881,"NCT00292552","one-to-one",NA
25359291,"NCT00660647","one-to-one",NA
25359432,"NCT00660647","one-to-one",NA
25363997,"NCT00722319","one-to-one",NA
25363997,"NCT00722319","one-to-one",NA
25367713,"NCT01142726","one-to-one",NA
25372086,"NCT00913458","one-to-one",NA
25378467,"NCT01151137","one-to-one",NA
25378467,"NCT01151137","one-to-one",NA
25385345,"NCT00133692","one-to-one",NA
25423953,"NCT00389220","one-to-one",NA
25428566,"NCT02278289","one-to-one",NA
25428566,"NCT02278289","one-to-one",NA
25429097,"NCT00834509","one-to-one",NA
25429097,"NCT00834509","one-to-one",NA
25440795,"NCT01538446","one-to-one",NA
25443696,"NCT00047437","one-to-one",NA
25447610,"NCT00133692","one-to-one",NA
25452300,"NCT00059306","one-to-one",NA
25452300,"NCT00059306","one-to-one",NA
25453457,"NCT00059306","one-to-one",NA
25453457,"NCT00059306","one-to-one",NA
25455006,"NCT00000542","one-to-one",NA
25455006,"NCT00000542","one-to-one",NA
25455006,"NCT00000542","one-to-one",NA
25455544,"NCT00530894","one-to-one",NA
25459036,"NCT00530894","one-to-one",NA
25465324,"NCT01057563","one-to-one",NA
25465324,"NCT01057563","one-to-one",NA
25465416,"NCT00526474","one-to-one",NA
25465416,"NCT00526474","one-to-one",NA
25465416,"NCT00526474","one-to-one",NA
25465417,"NCT00526474","one-to-one",NA
25465417,"NCT00526474","one-to-one",NA
25465417,"NCT00526474","one-to-one",NA
25474490,"NCT00560859","one-to-one",NA
25474490,"NCT00560859","one-to-one",NA
25480461,"NCT00580528","one-to-one",NA
25480782,"NCT00000560","one-to-one",NA
25481378,"NCT00849095","one-to-one",NA
25490913,"NCT00685984","one-to-one",NA
25490913,"NCT00685984","one-to-one",NA
25497513,"NCT00716079","one-to-one",NA
25497513,"NCT00716079","one-to-one",NA
25497513,"NCT00716079","one-to-one",NA
25503550,"NCT00716079","one-to-one",NA
25503550,"NCT00226096","one-to-one",NA
25503550,"NCT00716079","one-to-one",NA
25503550,"NCT00226096","one-to-one",NA
25503550,"NCT00716079","one-to-one",NA
25503550,"NCT00226096","one-to-one",NA
25524339,"NCT00530894","one-to-one",NA
25526462,"NCT00508482","one-to-one",NA
25528363,"NCT00491036","one-to-one",NA
25528363,"NCT00491036","one-to-one",NA
25531109,"NCT00327691","one-to-one",NA
25531109,"NCT00327691","one-to-one",NA
25536218,"NCT02212119","one-to-one",NA
25538134,"NCT00699998","one-to-one",NA
25538134,"NCT00699998","one-to-one",NA
25552564,"NCT00638794","one-to-one",NA
25554484,"NCT00406614","one-to-one",NA
25563640,"NCT01208025","one-to-one",NA
25563640,"NCT01208025","one-to-one",NA
25565457,"NCT00394706","one-to-one",NA
25581251,"NCT00488137","one-to-one",NA
25583157,"NCT00153101","one-to-one",NA
25583994,"NCT00658515","one-to-one",NA
25585528,"NCT01199939","one-to-one",NA
25586156,"NCT00530894","one-to-one",NA
25589534,"NCT00542503","one-to-one",NA
25589782,"NCT00716079","one-to-one",NA
25589782,"NCT00226096","one-to-one",NA
25589782,"NCT00716079","one-to-one",NA
25589782,"NCT00226096","one-to-one",NA
25589782,"NCT00716079","one-to-one",NA
25589782,"NCT00226096","one-to-one",NA
25590214,"NCT01771042","one-to-one",NA
25590214,"NCT01771042","one-to-one",NA
25595417,"NCT00159835","one-to-one",NA
25601933,"NCT01508754","one-to-one",NA
25601933,"NCT01508754","one-to-one",NA
25601933,"NCT01508754","one-to-one",NA
25601979,"NCT00560859","one-to-one",NA
25601979,"NCT00560859","one-to-one",NA
25614280,"NCT00607373","one-to-one",NA
25614280,"NCT00794664","one-to-one",NA
25614280,"NCT00794664","one-to-one",NA
25614280,"NCT00607373","one-to-one",NA
25616819,"NCT00530894","one-to-one",NA
25619410,"NCT00696384","one-to-one",NA
25631070,"NCT01570777","one-to-one",NA
25633634,"NCT01587183","one-to-one",NA
