nct_id,relevance,brief_title,official_title,conditions_list,eligibility_criteria,description,keywords_list,Diseases,brief_title_concepts_list,official_title_concepts_list,brief_summary_concepts_list,conditions_list_concepts_list,eligibilities_concepts_list,keywords_list_concepts_list,CompletionDate,tot_subj_affected,tot_subj_risk,Status,pubmed_ids,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore,inclusion,exclusion
NCT02084524,0,ANC1 Study Impact of a Geriatric and Nutritional Evaluation for the Malnutrition and Malnutrition Risk Screening in Patients Over 70 Years With Colorectal Surgery.,ANC1 Study Impact of a Geriatric and Nutritional Evaluation for the Malnutrition and Malnutrition Risk Screening in Patients Over 70 Years With Colorectal Surgery.,Malnutrition;Colorectal Neoplasms;,Inclusion Criteria:          -  Aged ≥ 70 years          -  Colorectal or tumor resection with/without synchronous metastases        Exclusion Criteria:          -  Emergency resection of colorectal tumor          -  Unresectable colorectal tumor with/without synchronous metastases,"Malnutrition priori a major abdominal surgery is frequent and increases morbidity and      mortality. The management of malnutrition has an impact in reducing postoperative      complications. However malnutrition is rarely detected and Guidelines infrequently followed.      Recovery time and nutritional evaluation in elderly patients are major criteria in their      postoperative management. Identifying malnutrition or malnutrition risk is fundamental to its      treatment. It is therefore unsurprising that many validated tools for nutrition risk      screening and nutrition assessment exist for the clinician to use in assisting with the      accurate identification, referral and treatment of patients who are malnourished or at risk      of malnutrition.      And nutritional management must be adapted and based on this evaluation and evolution of the      general status (Guidelines Grade A).      A geriatric evaluation based on a screening of preoperative malnutrition should allow a      better implementation of the European Society of Parenteral and Enteral Nutrition (ESPEN)      guidelines.",vulnerable;nutrition;cancer;colorectal;tumor;,Neoplasms;Digestive System Diseases;Nutritional and Metabolic Diseases;,C0162429;C0162429;C2707262;C0220825;C0220908;C0543467;C0947630;C1550655;C1112501,C0162429;C0162429;C2707262;C0220825;C0220908;C0543467;C0947630;C1550655;C1112501,C0014327;C0009566;C0162429;C0162429;C0162429;C0162429;C0162429;C0162429;C0162429;C0162429;C0376636;C0162791;C0220825;C0376636;C0031809;C0376636;C0220825;C0162791;C0220825;C2359959;C0162791;C0000726;C0220880;C0087111;C0392209;C0199230;C0392209;C1550470;C0557034;C0087111;C0199230;C0442726;C2004454;C0034927;C0543467;C2948499;C0020792;C0947124;C2707262;C2707262;C0732248;C0015733;C0286840;C1254223,C0027651,C1519810;C0027627;C0027627;C0015252;C1546844;C0015252;C0027651;C0027651;C0027651;C1547530;C1547530;C1112501,,20170101,,,Unknown status,28061830,0,0.0,0.019430918160453,0.021937786674151003,Aged ΓëÑ 70 years;;;;;;;;;;Colorectal or tumor resection with/without synchronous metastases,Emergency resection of colorectal tumor;;;;;;;;;;Unresectable colorectal tumor with/without synchronous metastases
NCT01821586,1,Modified ORS Solution for Severely Malnourished Children,Optimisation of Oral Rehydration Solution and Evaluation of the Efficacy of Benefiber(Partially Hydrolyzed Guar Gum) Containing Modified Oral Rehydration Solution in the Treatment of Severely Malnourished Children With Watery Diarrhoea,Diarrhea;Malnutrition;,"Inclusion Criteria:          -  Some or severe dehydration (assessed by WHO Guidelines).          -  Weight for height (W/H) <70% of NCHS median or with bipedal edema.          -  Written informed consent from parents/ guardians        Exclusion Criteria:          -  Blood or mucus in stools          -  Have received antidiarhoeal drugs for their diarrhoea          -  Severe diseases (e.g. severe pneumonia with respiratory distress, clinical sepsis,             meningitis) requiring intensive care and other ancillary support like O2 inhalation,             oropharyngeal suction etc.","Diarrhoea and malnutrition are the common childhood illnesses responsible for higher deaths      in developing counties. Physiologically, malnourished children excrete lower amounts of salts      and water in diarrhoeal stools, and they also are unable to handle excessive salts and water      load. Some times they are found to be hyponatraemic due to the shift of sodium inside the      cells (inefficient Na+ /K+ pump), and fluids containing higher amounts of sodium (such as the      standard ORS) may lead to further increase in the intracellular sodium, fluid overload and      heart failure. They also have depleted in potassium stores in the body. Recently, the WHO      recommended a special ORS formulation, known as ReSoMal, for management of diarrhoea in      severely malnourished children that contains a lower amount of sodium (45mmol/L) and higher      amount of potassium (40 mmol/L) than the standard WHO-ORS. It is felt that an ORS containing      lower sodium and higher potassium concentration may be useful in correcting hypokalemia, and      in lowering the risks of excess sodium and /or overhydration, in severely malnourished      children with diarrhoea. The safety of ReSoMaL is, however, still in question due to the risk      of hyponatraemia, including symptomatic hyponatraemia, especially in the treatment of severe      watery diarrhoea due to Vibrio cholerae and ETEC where loss of sodium in the stool exceeds      than that is contained in ReSoMal. Thus an ORS solution with modest concentration of sodium      (75 mmol/L) and higher concentration of potassium (40 mmol/L) have been suggested for the      treatment of diarrhoea in these children. To improve the efficacy of oral rehydration, in      terms of reducing the severity of purging and diarrhoea duration, different approaches      (changing the substrates/ reducing the sodium and glucose concentration and osmolarity) have      been tried with limited success. Benefiber (partially hydrolysed guar gum), a soluble fiber      if added to a ORS solution is expected to be fermented in the colon liberating short chain      fatty acids (SCFAs). SCFAs stimulate sodium and water absorption from the colon, and they      have trophic effect, act as a fuel source for the colonocytes, have antibacterial properties      and stimulates the production commensal flora, thereby may enhance recovery from acute      diarrhoea in severely malnourished children. The aims of our proposed study are to examine      whether an ORS solution with a modest concentration of sodium will prevent the occurrence of      hyponatraemia including symptomatic hyponatraemia, and also whether addition of benefiber      will improve the efficacy of ORS solution. This will be a randomized, double blind,      controlled clinical trial in 186 children with severe malnutrition and watery diarrhoea (62      in each of the three treatment groups) to compare the efficacy of (i) the currently      recommended ORS with some modofication(Na+ 75 mmol/L and K40 momol/L and minerals-Zinc,      copper and magnesium), (ii) ReSoMal (Na+ 45 mmol/L), (iii) Currently recommended ORS (Na+ 75      mmol/L, K 40 momol/L and added minerals) with added Benefiber (25 grams/L), in the treatment      of acute watery diarrhoea in children with severe malnutrition",Diarrhoea;;Severe malnutrition;;Benefiber;;ReSoMal;;modified ORS;,"Pathological Conditions, Signs and Symptoms;Nutritional and Metabolic Diseases;",C0205082;C0162429,C0086904;C0086904;C0220825;C0087111;C0011991;C0061996;C0205082;C0162429;C0043047,C0936233;C0427743;C0311276;C0311276;C0086904;C0546817;C0857122;C0018801;C0086045;C0020488;C0392689;C0020625;C0020625;C0086045;C0086045;C0279516;C0086045;C0020625;C0020625;C0162429;C0162429;C0162429;C0162429;C0162429;C1273518;C0020621;C0376636;C0029387;C2347023;C0011991;C0221423;C0032821;C0011991;C0032821;C0032821;C0011991;C0087111;C0011991;C0032821;C0087111;C0011991;C0011991;C1828805;C0011991;C0011991;C0087111;C1828805;C0087111;C0011991;C2828392;C0205082;C2828392;C0205082;C0061996;C0205082;C0221102;C0078516;C0855227;C3245511;C0011065;C0015733;C0566415;C0205082;C1518681;C0449416;C1552839;C0009968;C0043047;C0043047;C0015733;C0225326;C0009368;C0043047;C0009368;C0947630;C0456909;C0182537;C1442948;C0043481;C0231221;C0231221;C0011991;C1820370;C0008354;C0544691;C2004454;C0184511;C0151514;C0000589;C0184511;C0668326;C0668326;C0668326;C0668326;C0035150;C1828805;C0373675;C0332534;C4055646;C0449878;C0449878;C0043047;C0043047;C0043047;C0776963;C0776963;C0776963;C1701972;C4025593;C0231184;C1522634;C0701928;C3834249;C0220644;C3536899,,C0278384;C0476273;C0424670;C0085559;C0011175;C0162791;C0025289;C0004048;C0011991;C0032285;C0012634;C0205082;C0015733;C0205082;C0205082;C0036690;C0013604;C0005767;C0026727;C0013227;C0009797;C4086490;C3272565,,20090701,,,Completed,26825757,1,1.0,0.031490298974886,0.021832903508975,Some or severe dehydration (assessed by WHO Guidelines).;;;;;;;;;;Weight for height (W/H) <70% of NCHS median or with bipedal edema.;;;;;;;;;;Written informed consent from parents/ guardians,"Blood or mucus in stools;;;;;;;;;;Have received antidiarhoeal drugs for their diarrhoea;;;;;;;;;;Severe diseases (e.g. severe pneumonia with respiratory distress, clinical sepsis,             meningitis) requiring intensive care and other ancillary support like O2 inhalation,             oropharyngeal suction etc."
NCT01015950,1,Management of Children With Moderate Acute Malnutrition in Mali,"Randomized, Community-Based Effectiveness Trial of Selected Dietary Strategies for the Management of Young Malian Children With Moderate Acute Malnutrition (MAM) in the Context of the National Community Management of Acute Malnutrition",Malnutrition;,"Inclusion Criteria:          -  age from 6 to 35 months,          -  MUAC <12.5 cm and >11.0 cm, and weight-for-length (WLZ) Z-score > -3.0 (WHO standard,             2006); or WLZ <-2.0 and >-3.0 and MUAC >11.0 cm          -  absence of bi-pedal edema          -  absence of current diseases requiring inpatient care          -  expected availability during the period of the study          -  residency within the study communities          -  acceptance of home visitors, and          -  written consent of a parent or guardian        Exclusion Criteria:          -  age <6 months or >36 months          -  MUAC >12.5 cm and WLZ >-2.0; or MUAC <11.0 cm; or WLZ <-3.0          -  presence of bi-pedal edema,          -  severe anemia (defined as hemoglobin <50 g/L),          -  other acute illnesses requiring inpatient treatment,          -  congenital abnormalities or underlying chronic diseases, including known HIV .             infection, that may affect growth or risk of infection          -  history of allergy towards peanuts or previous serious allergic reaction to . any             substance, requiring emergency medical care          -  concurrent participation in any other clinical trial","The objectives of the study are to assess the impact of different dietary strategies for the      management of children with MAM on: the children's continued participation in the nutritional      rehabilitation program and their physical growth, recovery from MAM, and change in      micronutrient status and body composition. The specific dietary regimens that will be      compared are: 1) a ready-to-use, lipid-based supplementary food (Plumpy'Sup, Nutriset, Inc.),      providing ~500 kcal/d for 12 weeks; 2) specially formulated CSB for malnourished children,      providing ~ 500 kcal/d for 12 weeks; 3) Misola, a locally produced, micronutrient-fortified,      cereal-legume blend, providing ~500 kcal/d for 12 weeks; or 4) packaged, home available foods      (millet and cowpea flour, sugar, vegetable oil) and a multiple micronutrient powder (""Mix      Me"") for 12 weeks, as is currently recommended by the national CMAM protocol when special      foods are not available.",,Nutritional and Metabolic Diseases;,C0162429;C1547226;C1547229;C0376636,C4553491;C0162429;C0162429;C1547226;C4281677;C1547229;C1547229;C0679199;C0376636;C0376636;C3897779,C0034991;C0018270;C0162429;C0018017;C0679199;C0376636;C1552740;C2945654;C0442711;C1095908;C0937879;C0947630;C0242209;C3540798;C3541397;C2004454;C2707262;C0699530;C0699530;C0699530;C0523744;C3854058;C0701928;C1444662,C0162429,C0019993;C0020517;C0008679;C0019993;C1096775;C0238644;C0496675;C0574002;C0574002;C0221423;C0009450;C0009450;C1546399;C2828392;C0012634;C0392148;C0262512;C0020517;C1305866;C0025344;C0001721;C0018270;C0947630;C0947630;C3843766;C0424530;C0424530;C0948093;C4684637;C3809765;C4067746;C0075414;C4055646;C1561542;C1561542;C1561542;C3534109;C0020043,C1140111,20120601,,,Unknown status,25733649,11,11.0,0.022942048562765,0.021720513227412,"age from 6 to 35 months,;;;;;;;;;;MUAC <12.5 cm and >11.0 cm, and weight-for-length (WLZ) Z-score > -3.0 (WHO standard,             2006); or WLZ <-2.0 and >-3.0 and MUAC >11.0 cm;;;;;;;;;;absence of bi-pedal edema;;;;;;;;;;absence of current diseases requiring inpatient care;;;;;;;;;;expected availability during the period of the study;;;;;;;;;;residency within the study communities;;;;;;;;;;acceptance of home visitors, and;;;;;;;;;;written consent of a parent or guardian","age <6 months or >36 months;;;;;;;;;;MUAC >12.5 cm and WLZ >-2.0; or MUAC <11.0 cm; or WLZ <-3.0;;;;;;;;;;presence of bi-pedal edema,;;;;;;;;;;severe anemia (defined as hemoglobin <50 g/L),;;;;;;;;;;other acute illnesses requiring inpatient treatment,;;;;;;;;;;congenital abnormalities or underlying chronic diseases, including known HIV .             infection, that may affect growth or risk of infection;;;;;;;;;;history of allergy towards peanuts or previous serious allergic reaction to . any             substance, requiring emergency medical care;;;;;;;;;;concurrent participation in any other clinical trial"
NCT03346473,1,The Double Burden of Malnutrition Among Adolescents in Low-income and Middle-income Countries,The Double Burden of Malnutrition Among Adolescents: Analysis of Data From the Global School-Based Student Health and Health Behaviour in School-Aged Children Surveys in 57 Low-income and Middle-income Countries,Malnutrition;Thinness;,"Inclusion Criteria:          -  Low-income or middle-income countries with completed Global School-Based Student             Health Survey or Health Behaviour in School-Aged Children surveys.          -  Adolescents aged 12-15 years          -  Recorded sex, height and weight        Exclusion Criteria:        - High-income countries",Individual-participant data analysis of the Global School-Based Student Health Survey and      Health Behaviour in School-Aged Children surveys in 57 LMICs between 2003-2013.,,"Pathological Conditions, Signs and Symptoms;Nutritional and Metabolic Diseases;",C0162429;C4321351,C0162429;C0038951;C4321351;C1328956;C1328956;C3640979,C0038951;C3245479;C0038951;C1328956;C1328956,,C1552826;C0038951;C1305866;C4321237;C4321351;C0009253;C0038951;C1328956;C1328956;C1705115,C1140111,20170301,,,Completed,29947727,0,0.0,0.027172709140365004,0.021493731861732,"Low-income or middle-income countries with completed Global School-Based Student             Health Survey or Health Behaviour in School-Aged Children surveys.;;;;;;;;;;Adolescents aged 12-15 years;;;;;;;;;;Recorded sex, height and weight",- High-income countries
NCT01081587,1,Preventing Malnutrition and Restoring Nutritional Status in Hospitalized Children,Developing an Organization to Improve the Screening and Care of Starved Children in Hospital,Malnutrition;Nutrition Disorders;,"Inclusion Criteria:          -  medical and surgical units in a large teaching hospital providing pediatric acute             care.          -  any hospital staff with direct patient care who are affiliated with a single unit             (includes physicians, nurses, nursing assistants, physiotherapists, dieticians.          -  all children recorded as malnourished at their entrance in hospital        Exclusion Criteria:          -  neonatal and intensive care units.          -  any hospital staff with direct patient care who are not affiliated with a single unit.          -  age under one month, liver or kidney abnormalities, severe heart failure, stay less             than 2 days.","This cluster-randomized trial will evaluate the impact of a multifaceted intervention      (including electronic medical alerts) coordinated by a Nutritional Support Team, on adherence      to recommended practices for care of starved children, among health personnel of a large      university hospital. A key component of the study is to assess whether improved adherence to      guidelines leads to a reduction in rates of complications.",Non MeSH terms:;Children;Malnutrition;Computer Clinical Decision Support System;Cluster randomized trial;Healthcare workers;Guideline adherence;Patient safety;MeSH terms:;Nutrition Surveys;Secondary Prevention;Pediatrics;Child Care;Health Personnel;Reminder Systems;Intervention Studies;Quality of Health Care;,Nutritional and Metabolic Diseases;,C0392209;C0162429;C0701159,C1552679;C0220908;C0184511,C0242739;C0009566;C0184661;C0427184;C0162791;C0237607;C4551656;C0184511;C0239110;C0947630;C1524073;C0018792;C0729829;C0220825;C4698129;C4698129,C0012634;C0162429,C0085559;C0018801;C0017313;C0162429;C0017313;C0028678;C3244286;C0087136;C3244286;C0087136;C0022646;C0205082;C1551040;C1551040;C1561542;C0023884;C3809765;C0699530;C0543467;C1548344;C0182913;C0220644,C4042765;C0086388;C1135584,20111001,,,Completed,25649237;23517767,2,1.0,0.021531042877442005,0.021180779896707,"medical and surgical units in a large teaching hospital providing pediatric acute             care.;;;;;;;;;;any hospital staff with direct patient care who are affiliated with a single unit             (includes physicians, nurses, nursing assistants, physiotherapists, dieticians.;;;;;;;;;;all children recorded as malnourished at their entrance in hospital","neonatal and intensive care units.;;;;;;;;;;any hospital staff with direct patient care who are not affiliated with a single unit.;;;;;;;;;;age under one month, liver or kidney abnormalities, severe heart failure, stay less             than 2 days."
NCT01705769,1,Effects of Three Feeding Regimens on Recovery of Uncomplicated Severely Acute Malnourished Children,To Evaluate the Impact of Three Feeding Regimens on the Recovery of Children From Uncomplicated Severe Acute Malnutrition (SAM) in India and to Use the Evidence to Inform National Policy,Malnutrition;Severe Acute Malnutrition;,"Inclusion Criteria:          -  Age 6 to 59 months          -  SAM, defined as Weight for height less than -3 SD of WHO standard or oedema of both             feet or both.        Exclusion Criteria:          -  Complicated SAM defined as child with SAM having signs of severe illness requiring             hospitalization          -  Known allergy to animal milk or peanuts          -  Likely to leave the study area permanently in the next 16 weeks","This project aims to assess the efficacy of three options under consideration in India for      home management of Severe Acute Malnutrition (SAM). The investigators propose to conduct a      multi-center randomized controlled trial to determine the efficacy of two community-supported      home-based regimes using centrally or locally produced Ready to Use Therapeutic Foods (RUTF)      for recovery from uncomplicated SAM after 16 weeks of management, compared with an augmented      home-prepared foods regimen. The trial will enroll 911 children with uncomplicated SAM and      will have enough statistical power to detect a 15% or greater difference in recovery rates      between either one of the intervention groups compared with comparison group.",treatment;severe acute malnutrition;,Nutritional and Metabolic Diseases;,C2004454;C0205082;C2148613;C1547229;C0040808;C0162429,C4042945;C0220825;C2004454;C2148613;C0537670;C0242456;C0036002;C0040808,C0282440;C4042945;C0518609;C0184661;C0087111;C0376636;C0376636;C0040808;C0442726;C1552839;C0036002;C0036002;C0036002;C2004454;C2004454;C0085632;C0404831;C0018792;C0729829;C1552839;C4082130;C4082977,C0162429;C1547229,C0424670;C0019993;C3845888;C2828392;C0221423;C0013604;C0205082;C0947630;C0016504;C0026131;C1114365;C0036002;C0036002;C0036002;C4684637;C4684637;C3540698;C1561542,C0162429,20150401,,,Completed,29527358;28588982,4,2.0,0.021129190759511,0.021086026693628003,"Age 6 to 59 months;;;;;;;;;;SAM, defined as Weight for height less than -3 SD of WHO standard or oedema of both             feet or both.",Complicated SAM defined as child with SAM having signs of severe illness requiring             hospitalization;;;;;;;;;;Known allergy to animal milk or peanuts;;;;;;;;;;Likely to leave the study area permanently in the next 16 weeks
NCT03170479,1,"Developmental Screening and Nutritional Intervention of Severe Acute Malnourished Children in Southern Punjab, Pakistan","Developmental Screening and Nutritional Intervention of Severe Acute Malnourished Children in Southern Punjab, Pakistan",Malnutrition;Child Nutrition Disorders;,"Inclusion Criteria          -  All the selected children of Severe uncomplicated acute malnutrition of concerned age             group whose parents or guardians have give written consent for the study          -  Mid Upper Arm Circumference (MUAC) less than 11.5 cm or Weight For Height (WFH) less             then minus 3 standard deviation.        Exclusion Criteria          -  Children above the concerned age group          -  Refusal of parents for taking part in the study.          -  Child having Severe Acute Malnutrition (SAM) with complications have loss of appetite,             lower respiratory tract infection indicated by chest in drawing, severe vomiting.          -  Temperature greater then 39°C or hypothermia less then 35°C, very pale, oedema,             unconsciousness.",i. To examine the impact of malnutrition on development quotient of children      ii. To determine the effectiveness of Ready to Use Therapeutic Food (RUTF) in improving the      development quotient of severe acute malnourished children under five year of age.      iii. To investigate the outcome of Vitamin D therapeutic doses intervention with RUTF      rehabilitation on growth and development of malnourished children.,,Nutritional and Metabolic Diseases;,C1882127;C0678723;C0220908;C0205082;C1547229;C0162429,C1882127;C0678723;C0220908;C0205082;C1547229;C0162429,C0018271;C0034991;C4553491;C0162429;C0162429;C0184661;C0162429;C0243107;C0087111;C0243107;C0014695;C0205082;C1561543;C0087111;C0000589;C4082977,C3714509,C0035243;C4042945;C0003123;C0041657;C0009566;C0162429;C0020672;C0446516;C2828392;C0042963;C0013113;C0205082;C0944911;C0205082;C0013604;C0947630;C0947630;C0817096;C0030232;C0036002;C1705236;C1830159;C1552839;C0562350;C0553726,C1140111,20170501,,,Completed,29722846,1,1.0,0.021725690254229,0.020848004321493,All the selected children of Severe uncomplicated acute malnutrition of concerned age             group whose parents or guardians have give written consent for the study;;;;;;;;;;Mid Upper Arm Circumference (MUAC) less than 11.5 cm or Weight For Height (WFH) less             then minus 3 standard deviation.,"Children above the concerned age group;;;;;;;;;;Refusal of parents for taking part in the study.;;;;;;;;;;Child having Severe Acute Malnutrition (SAM) with complications have loss of appetite,             lower respiratory tract infection indicated by chest in drawing, severe vomiting.;;;;;;;;;;Temperature greater then 39┬░C or hypothermia less then 35┬░C, very pale, oedema,             unconsciousness."
NCT00069134,1,Study of Antioxidants and Oxidants in Malnourished Children,Glutathione Homeostasis and Oxidant Damage in Kwashiorkor,Malnutrition;Kwashiorkor;Protein-Energy Malnutrition;,"-  Infants and toddlers, 6-18 months of age          -  Suffering from severe protein-energy malnutrition, kwashiorkor and             marasmic-kwashiorkor","It is believed that the organs of severely malnourished children malfunction because harmful      compounds called oxidants injure the tissues in these organs. In a healthy person oxidants      are made harmless because another compound called glutathione neutralizes them. Glutathione      is made from three amino acids that we get from the protein we eat in our food. We found that      malnourished children were not making enough glutathione because they lacked one of these      amino acids called cysteine. In this study we determine why malnourished children do not have      sufficient cysteine, and we will feed malnourished children a whey-based diet which is rich      in cysteine during their treatment to determine whether they will make more glutathione. This      in turn may make their organs recover faster. These findings will let us know whether      malnourished children can recover faster if they are given more cysteine during the early      phase of treatment.",glutathione kinetics;oxidant damage;anti-oxidant capacity;oxidative stress;cysteine kinetics;severe childhood malnutrition;,Nutritional and Metabolic Diseases;,C0003402;C0947630;C0162429,C0022806;C0268519;C0001117,C0162429;C0162429;C0162429;C0162429;C0162429;C0002520;C0002520;C0087111;C0087111;C0205082;C2004454;C2004454;C0178784;C0178784;C0178784;C0947630;C3244317;C3540798;C0541749;C0037088;C0010124;C0620376;C0268519;C0620376;C0620376;C0043474;C0010682;C0010682;C0010682;C0010682;C0033621;C4082977;C4082977,C0162429;C4330907,C0033677;C0022806;C0022806;C0683278;C0205082;C1561542,C0162429;C0620376;C0220644,20160101,,,Completed,22170355,3,3.0,0.021004837586415,0.020818398324105,"Infants and toddlers, 6-18 months of age;;;;;;;;;;Suffering from severe protein-energy malnutrition, kwashiorkor and             marasmic-kwashiorkor",
NCT01472237,0,Nutritional Intervention Program in Malnourished Patients Admitted for Heart Failure,Randomized Cotrolled Trial of Nutritional Intervention Program in Malnourished (Mini Nutritional Assessment < 17) Patients Admitted for Heart Failure,Heart Failure;Malnutrition;,Inclusion Criteria:          -  Patients admitted for heart failure          -  > 18 years old          -  Malnutrition determined by MNA test (< 17 points)        Exclusion Criteria:          -  If is not possible to perform a nutritional assessment          -  Planned PCI or CABG to correct heart failure etiology,"The purpose of this study is to determine whether a modification of the diet of malnourished      patients admitted for heart failure is beneficial in term of mortality,hospitalizations and      quality of life.",,Cardiovascular Diseases;Nutritional and Metabolic Diseases;,C1882127;C0018801;C0809949;C0376691;C1550655;C0162429,C3850124;C1882127;C0018801;C0809949;C0376691;C1550655;C0162429;C1096777,C0019993;C0518214;C0018801;C0162429;C0184666;C0947630;C3840684;C4082977,C0018787,C0028708;C0018801;C0018801;C0162429;C0184666;C0332149;C0392366;C1550655;C4082977;C0612923,C1140111,20150401,,,Terminated,28262195,2,2.0,0.018626822161254,0.020737855241805,Patients admitted for heart failure;;;;;;;;;;> 18 years old;;;;;;;;;;Malnutrition determined by MNA test (< 17 points),If is not possible to perform a nutritional assessment;;;;;;;;;;Planned PCI or CABG to correct heart failure etiology
NCT01593969,1,A Trial of n-3 PUFA-Enriched Ready to Use Therapeutic Food for Childhood Severe Malnutrition,A Randomised Controlled Trial of n-3 Polyunsaturated Fatty Acid-Enriched Therapeutic Food for Childhood Severe Malnutrition,Malnutrition;Severe Acute Malnutrition;,"Inclusion Criteria:          -  Children aged 6 months to 5 years old          -  Provision of informed consent          -  Severe malnutrition (one or more of mid-upper arm circumference <11.5cm, weight for             height z score <-3, or nutritional oedema)          -  Stabilised and eligible to receive RUTF according to national guidelines        Exclusion Criteria:          -  Known HIV disease, tuberculosis or other chronic infection*          -  Known allergy or hypersensitivity to any of the product ingredients               -  Chronic infections such as HIV and tuberculosis and their treatments are likely                  to cause alterations in lipid metabolism that may confound interpretation of this                  pilot trial. national guidelines recommend offering provider-initiated testing                  for HIV for all severely malnourished children, and referral for comprehensive                  care in the case of a positive test.",The investigators will perform a randomised controlled trial of the provision of food      designed for rehabilitation of malnourished children that is supplemented with n-3 fatty      acids compared to usual composition. The investigators want to see whether the provision of      such a food normalises the deficiencies in essential fatty acids observed in severely      malnourished children faster than standard composition.,Essential Fatty Acid;Seed oil;Fish oil;Dietary deficiency;,Nutritional and Metabolic Diseases;,C0162429;C0087111;C0015689;C0205082;C0220644,C0015689;C0162429;C0087111;C2911690;C0205082;C0220644,C0034991;C0162429;C0162429;C0205082;C2828392;C3540798;C3540798;C0042789;C0282440;C0077935;C0077935;C0162538,C0162429;C1547229,C0151317;C0020517;C0459471;C3845888;C0162429;C0041296;C0041296;C0162429;C0019693;C0162791;C3714514;C0087111;C0025519;C0162791;C0446516;C1555587;C0205082;C0034927;C1446409;C1547296;C0392366;C0205082;C1305866;C0013604;C0332148;C0392366;C0009797;C2707262;C0077935;C1561542;C3534109;C0523744;C0018792;C3854058;C3854058;C3842265;C0262499;C1854293,C0116580;C0020621,20140601,,,Completed,25902844,6,6.0,0.021497910141318,0.02020250107773,"Children aged 6 months to 5 years old;;;;;;;;;;Provision of informed consent;;;;;;;;;;Severe malnutrition (one or more of mid-upper arm circumference <11.5cm, weight for             height z score <-3, or nutritional oedema);;;;;;;;;;Stabilised and eligible to receive RUTF according to national guidelines","Known HIV disease, tuberculosis or other chronic infection*;;;;;;;;;;Known allergy or hypersensitivity to any of the product ingredients;;;;;;;;;;Chronic infections such as HIV and tuberculosis and their treatments are likely                  to cause alterations in lipid metabolism that may confound interpretation of this                  pilot trial. national guidelines recommend offering provider-initiated testing                  for HIV for all severely malnourished children, and referral for comprehensive                  care in the case of a positive test."
NCT00682708,1,"Sentinel Surveillance of Malnutrition, Niger","Sentinel Surveillance of Acute Malnutrition in the Region of Maradi, Niger, Children Under 5: Impact of a Preventive Intervention",Malnutrition;,Inclusion Criteria:          -  All children resident in randomized villages 6-59 months        Exclusion Criteria:,"Malnutrition is a critical public health problem in developing countries. Malnutrition may be      linked to more than one half of the deaths in children under 5 years old. In July 2001, after      an intervention related to a measles epidemic, Medecins sans Frontieres-France opened a      nutritional program in Maradi, in the South of Niger. The introduction of ready to use      therapeutic foods (RUTF), in particular Plumpy'Nut (Nutriset, France) allowed for the      treatment of the majority of children at their homes using ambulatory treatment. Children      with complicated cases were cared for in an inpatient center. With ambulatory treatment the      number of children cared for in the MSF program reached close to 70000 in 2006.      This study aimed to assess the effect of a 3-month distribution of RUTF in the context of a      preventative supplementary feeding program. The primary hypotheses were that short-term RUTF      supplementation at the village-level would prevent declines in weight-for-height and reduce      the incidence of wasting in children 6 to 60 mo of age over a period of 8 mo. Because RUTF      may have additional health effects, the intervention effect on height-for-age, stunting,      mortality and morbidity from malaria, diarrhea, and respiratory infection were also examined.",malnutrition;ready to use food;Niger;,Nutritional and Metabolic Diseases;,C0733511;C0162429,C0199176;C0733511;C0162429;C1547229,C0035243;C0242297;C0699943;C0162429;C0162429;C0184661;C0184661;C1561560;C1561560;C0087111;C0087111;C0087111;C0220880;C0011991;C0332128;C0033213;C0025007;C0542559;C0204695;C0235394;C0024530;C0011065;C1518681;C1305866;C0025344;C1518681;C0947630;C0087111;C0376495;C1378698;C2707262;C0233492;C1518681;C0015726;C0015726;C1547298;C0018273;C3842265,C0162429,C1561542;C1549439,,20080301,,,Completed,19155454,26,26.0,0.027172709140365004,0.019976628161367,All children resident in randomized villages 6-59 months,
