nct_id,brief_title,description,brief_title_concepts_list,brief_summary_concepts_list,tot_subj_affected,tot_subj_risk,relevance,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore
NCT00116415,"DART I - A Phase IV Study of 3 Antiretroviral Medicines in Combination, in HIV Patients Who Have Not Been Previously Treated With Antiretroviral Therapy","The purpose of this study is to evaluate whether a therapy with an all once daily regimen of      efavirenz (EFV), didanosine (ddI)-EC and lamivudine (3TC) leads to improved outcomes, as      measured by viral load, CD4 counts, adherence, safety, and tolerability.",C1963724;C3811910;C0013227;C0947630;C1550655,C0012133;C0209738;C0376705;C0674428;C0184511;C0087111;C0040808;C0947630;C0209738;C1561565;C4684765;C0220825;C4698129,,,1,19.0,9.5,0.015469271989648425,0.015251830720592977
NCT00851786,Live Zoster Vaccine in HIV-Infected Adults on Antiretroviral Therapy,"Herpes zoster, or shingles, is the result of a viral infection that causes a painful skin      rash, usually in older people or people with suppressed immune systems like those infected      with HIV. The ZOSTAVAX vaccine has been shown to reduce the number of infections and symptoms      of herpes zoster infection in people over the age of 60. The purpose of this study is to      evaluate the safety, tolerability, and immunogenicity of two doses of ZOSTAVAX in      HIV-1-infected adults with conserved immune function (Cd4+ T cell counts >=200 cells/uL)      virologically suppressed on potent combination antiretroviral therapy (ART).",C1963724;C1720918;C0439663,C0019360;C1963724;C0042769;C0019360;C1274925;C0007584;C3714514;C0019360;C0439663;C0031843;C0042210;C0439662;C0439662;C0947630;C0015230;C3539181;C4554585;C0424818;C1555709;C4699275;C1720919;C0220825;C1720919,327.0,12640.0,0,3.0,3.0,0.022748583292689112,0.015177427130493065
NCT00454337,Efficacy and Tolerance of the Switch From Enfuvirtine to Raltegravir in Antiretroviral Therapy Regimen in HIV Patients With Undetectable Viral Load,Switching from enfuvirtide to raltegravir in the treatment of HIV-infected patients who      sustain viral suppression with a combination therapy including enfuvirtide (or : with an      enfuvirtide-based combination therapy),C1963724;C3827727;C1871526;C0376705;C0013220;C0040808;C1550655,C0009429;C0009429;C0537439;C1871526;C0301625;C0537439;C0537439;C0087111;C0439663;C0231530;C1512793,,,0,25.0,8.33333333333333,0.012984709580184673,0.015038204170187653
NCT00116116,"DART II - A Phase IV Study of 3 Antiretroviral Medicines in Combination, in HIV Patients Who Have Not Been Previously Treated With Antiretroviral Therapy","The purpose of this study is to evaluate whether a therapy with an all once daily regimen of      stavudine extended release (d4T XR), lamivudine (3TC), and efavirenz (EFV) leads to improved      outcomes, as measured by viral load, CD4 counts, adherence, safety, and tolerability.",C1963724;C3811910;C0013227;C0947630;C1550655,C0209738;C0376705;C0164662;C0674428;C0184511;C0087111;C0040808;C0680255;C0947630;C0164662;C0209738;C1561565;C4684765;C0220825;C4698129,,,1,19.0,9.5,0.015469271989648427,0.014952141932145443
NCT02097381,Study of Recovery of Intestinal CD4+ and Th17 T Cells in HIV-infected Individuals on Short-term Antiretroviral Therapy,"HIV infection is associated with a state of chronic, generalized immune activation that has      been shown in many studies to be a key predictor of progression to AIDS. The molecular,      cellular, and pathophysiological mechanisms underlying the HIV-associated immune activation      are complex and still poorly studied. There is, however, growing consensus that both viral      and host factors contribute to this phenotype, with emphasis on the role played by the      mucosal immune dysfunction (and consequent microbial translocation). Moreover if it is known      that in HIV-infected individuals, a severe depletion of intestinal cluster of differentiation      4 (CD4+) T-cells, is associated with loss of epithelium integrity, microbial translocation      and systemic immune activation, the kinetics of intestinal CD4+ T-cell reconstitution under      combined antiretroviral therapy (cART) remains poorly understood.      This study sought to evaluate the reconstitution of intestinal CD4+ T-cells, including Th1      and Th17, in blood and colon samples collected from HIV-infected individuals before and after      a short term cART.",C1963724;C0021853;C2004454;C0439663;C0947630;C0007584,C1963724;C1511938;C0019693;C0242656;C0277785;C0021853;C0021853;C0021853;C1285572;C0178539;C0439663;C0439663;C0947630;C0439662;C0439662;C0600138;C0439662;C0205082;C0439662;C0947630;C0005767;C0009368;C1704326;C4067746;C3845876;C0162340;C1328018;C1512793;C0220825;C0939261;C0277785,,,0,13.0,13.0,0.01879890801273044,0.014852993758209346
NCT02063880,Pediatric Urgent Start of Highly Active Antiretroviral Treatment (HAART),"~     Design: Randomized clinical trial involving hospitalized HIV-1 infected children. Children~     will be randomized to randomized to urgent (<48 hours) versus early antiretroviral therapy~     (7-14 days). This trial will be unblinded.~      Population: Hospitalized HIV-1 infected children who are antiretroviral therapy (ART) naïve ≤~     12 years of age.~      Sample size: 360 children will be randomized (180 per arm).~      Treatment: All infants will be treated with ART according to World Health Organization (WHO)~     and Kenyan national guidelines.~      Study duration: Enrollment into the study will occur over the course of 36-48 months and each~     infant will be routinely followed for a maximum of 6 months.~      Study site: Kenyan hospitals.~      Primary hypothesis:~      HIV-1 infected children hospitalized with severe co-infection either may be unsalvageable due~     to too far advanced immunosuppression/co-infection or may benefit from urgent ART.~      Secondary hypotheses:~      Urgent ART during an acute infection could potentially result in increased risk of immune~     reconstitution inflammatory syndrome (IRIS) or drug toxicities/interactions.~      Specific aims:~        1. To compare the 6 month all-cause mortality rate, incidence of immune reconstitution~          inflammatory syndrome (IRIS), and incidence of drug toxicity in HIV-1 infected children~          (≤ 12 years old) presenting to hospital with a serious infection randomized to urgent~          (<48 hours) versus early ART (7-14 days).~        2. To determine co-factors for mortality, IRIS, and drug toxicity. Potential cofactors will~          include: baseline weight-for-age, height-for-age, weight-for-height (Z-scores), CD4,~          HIV-1 RNA, type of co-infection, age, rate of viral load and CD4 change following ART,~          immune activation markers, pathogen and HIV-1 specific immune responses.~      Secondary aim: To determine etiologies of IRIS and to compare immune reconstitution to HIV,~     TB, EBV and CMV following ART overall and in each trial arm.~   ",C1320102;C0376495,C1963724;C4048329;C0013221;C0013221;C1516879;C3714514;C3714514;C3714514;C3714514;C3714514;C0439663;C0439663;C2926735;C0439663;C0039082;C0039082;C0439663;C0022077;C0022077;C0022077;C0022077;C2948600;C1963724;C0162791;C3816499;C0332293;C0013221;C0376495;C0306211;C3815594,231.0,1086.0,-1,25.0,6.25,0.008042564701639233,0.014578394566193614
NCT01380080,REMEMBER: Reducing Early Mortality & Morbidity by Empiric Tuberculosis (TB) Treatment,"~     People with HIV have a high chance of becoming infected with TB, especially when they live in~     areas where TB infection is common. It can be difficult to diagnose TB in people who need to~     start HIV treatment right away. Within about 6 months after starting HIV treatment, some of~     these people can become very sick with TB and can even die from it.~      This study is being done in people who are starting HIV treatment and who live in areas where~     the TB infection rate is high. The purpose of this study is to test an experimental approach~     to TB treatment to see if it is better than the usual approach. The experimental approach is~     to start TB treatment at the same time as HIV treatment, even when TB infection has not been~     found. The usual approach is to start TB treatment only if TB infection is found.~      In this study, half of the people will start TB treatment at the same time as they start~     their HIV treatment. The other half will start TB treatment only if TB infection is found.~      The study will also test how safe and effective it is to start TB treatment at about the same~     time as HIV treatment even when TB infection has not been found. The study will collect~     information about diet, whether (and when) people in the study become sicker or die, how well~     their HIV is controlled, how they are feeling, how they are taking their medications, whether~     it matters where they live or what kind of HIV and TB care is standard, how many people are~     diagnosed with TB while in the study, and how the cost of the two treatment options on a~     national level could be compared.~   ",C0041296;C0376495,C0683525;C4284232;C3714514;C3714514;C3714514;C3714514;C3714514;C3714514;C0439663;C2946261;C1527305;C0180112;C0376495;C0376495;C0376495;C0376495;C0376495;C0376495;C0376495;C0376495;C0376495;C0376495;C0376495;C0376495,4074.0,117300.0,-1,20.0,20.0,0.010075025748596627,0.014224889764720165
NCT00483054,Efavirenz-based Versus Nevirapine-based Antiretroviral Therapy Among HIV-infected Patients Receiving Rifampin,"The randomized controlled trial is conducted among antiretroviral naive co-infected HIV and      tuberculosis patients who receiving rifampicin-based antituberculous regimen fro at least 4      weeks butt not exceed 16 weeks before enrolment. All patients receive the same backbone      regimen of stavudine (30 mg/40 mg twice daily)+ lamivudie 150 mg twice daily. They are      randomized to receive nevirapine 400 mg/day twice daily vs efavirenz 600 mg/day at bed time.      All patients are followed through 144 weeks after initiation of antiviral therapy. The      primary objective are to compare the proportion of patient who achieve undetectable plasma      HIV-1RNA<50 copies/ml at week 48. The previous reports demonstrated that the standard doses      of both nevirapine and efavirenz coulde be used among co-infected HIV and tuberculosis      patients who receiving rifampicin even though plasma levels are somewhat reduced by      rifampicin. However, there have been not been a randomized control trial to compare these two      regimens. Thus, this trial will provide the efficacy data between these two regimens.",C1963724;C0132326;C0674428;C0439663;C0035608;C1550655,C0282440;C0280274;C0041296;C0041296;C0035608;C0132326;C0589507;C0132326;C0035608;C0035608;C0164662;C0674428;C0018017;C0674428;C0439663;C0037949;C2828392;C0439663;C2945654;C2945654;C0040808;C0040808;C0684224;C0032105;C0032105;C1561540;C1273517;C3245479;C1561538;C1561538;C1555587;C3827727;C0282440;C0018792;C4697740;C2984079,,,1,40.0,40.0,0.01990431601736153,0.014144774243860778
NCT00532168,Once-daily Antiretroviral Therapy in HIV-1 Infected Patients With CD4+ Cell Counts Below 100 Cells/Mcl,"There are few randomized clinical trials in advanced HIV patients. This is a multicenter,      randomized, open clinical trial, comparing three parallel groups, to compare the      immunological reconstitution and the virological efficacy and safety of three different      combinations of antiretroviral therapy given once a day (QD): tenofovir plus emtricitabine      plus either efavirenz, lopinavir-ritonavir or atazanavir-ritonavir during 96 weeks in      advanced antiretroviral naïve HIV-1 infected patients with less than 100 CD4+ T-cells/mm3.      Primary endpoint is the median increase in CD4+ T-cell count at 48 weeks after starting      HAART.",C1963724;C0243009;C0439663;C0007584;C1550655,C0206034;C1963724;C0939237;C1096775;C0909839;C3539181;C1145759;C0007584;C0384228;C0674428;C0292818;C0439663;C1552839;C3244317;C0887947;C1561538;C2986535;C1328018;C4554418,,,1,3.0,3.0,0.021041062827152523,0.014078892468057153
NCT00976404,Therapeutic Intensification Plus Immunomodulation to Decrease the HIV-1 Viral Reservoir,~     The objective of this study is to discover a new approach in which human immunodeficiency~     virus (HIV) can be eradicated from an infected individual by intensified antiretroviral~     treatment coupled with immunomodulation. The hypothesis is that eradication is possible only~     if very potent antiretroviral drugs are delivered in conjunction with an immunomodulatory~     agent that simultaneously attack the viral reservoirs.~   ,C1963758,C1963758;C0439663;C0332149;C3687832;C1527392;C3810342;C0376495,8.0,168.0,-1,12.0,12.0,0.015527950310558971,0.013828893998662536
NCT01151189,"Efficacy Against TB Disease, Safety, and Immunogenicity of MVA85A/AERAS-485 in HIV-Infected Adults (C-030-485)","~     This is a phase II, proof of concept, randomized, double-blind, placebo-controlled study to~     evaluate the protective efficacy against TB disease, safety, and immunogenicity of~     MVA85A/AERAS-485 in healthy, HIV-infected adults.~      This study consists of 650 adults subjects (ages 18-50 years of age inclusive) who will~     receive study vaccine or placebo at Study Day 0 and again 6-9 months later. Samples for~     real-time evaluation of immunogenicity were to be collected from 70 subjects (immunogenicity~     analysis set).~   ",C0439663;C0012634,C0220825;C0439663;C0012634;C0032042;C0042210;C0032042;C0180112,4484.0,37904.0,-1,44.0,44.0,0.016004874240068297,0.013751180838205333
NCT00869700,Pharmacokinetic Interaction Between the Antimalarial Combination Artemether/Lumefantrine and Combination Antiretroviral Therapy Including Lopinavir/Ritonavir in HIV-infected Adults,"Despite the clinical significance of potential interactions between antimalarials and      antiretrovirals, no drug interaction studies have been published and there is an urgent need      to address this gap in current knowledge.      The aim of the study is to investigate the pharmacokinetics (PK) of antimalarial combination      artemether/lumefantrine (AL) and combination antiretroviral therapy (cART) including      lopinavir/ritonavir (LPV/r) in HIV-infected adults.",C0936150;C1963724;C0939237;C0003374;C3811910;C3811910;C0439663;C0031327,C1963724;C2826293;C0939237;C0687133;C0031327;C0003374;C0003374;C0531104;C0052429;C0376554;C0439663;C0947630;C1442065;C0947630;C3539181;C3539181;C1704324,,,0,6.0,6.0,0.01841688306501789,0.013581482979949702
NCT01425073,Discontinuation of Trimethoprim-sulfamethoxazole Prophylaxis in Adults on Antiretroviral Therapy in Kenya,"Both antiretroviral therapy (ART) and prevention of opportunistic infections (OIs) have been      associated with significantly decreased mortality in HIV-infected individuals.      Trimethoprim-sulfamethoxazole (TMP/SMZ), also known as bactrim, is a common antibiotic and      used as prophylaxis for OIs. For countries with high prevalence of HIV and limited health      infrastructure, the WHO endorses universal TMP/SMZ for all HIV-infected individuals. Notably,      these guidelines were created prior to the scale-up of ARTs. Following ART and subsequent      immune recovery, TMP/SMZ may no longer be required. In the US and Europe, for example,      TMP/SMZ is discontinued after patients show evidence of immune recovery. Therefore, we      propose a prospective randomized trial among HIV infected individuals on ART with evidence of      immune recovery (ART for > 18mo and CD4 >350 cells/mm3) to determine whether continued      TMP/SMZ prophylaxis confers benefits in decreasing morbidity (malaria, pneumonia, diarrhea),      mortality, CD4 count maintenance, ART treatment failure and malaria immune responses.",C1963724;C0038689;C1444662;C0041041;C0199176,C0029118;C1963724;C0162643;C0038689;C0041041;C0199176;C0199176;C0199176;C0003232;C0162791;C0442797;C0442797;C4316796;C0220880;C0032285;C1561565;C0439663;C0439663;C3245501;C0439663;C0011991;C0591139;C0024530;C0024530;C3245511;C0439662;C0439662;C0439662;C0439662;C0175659;C1273517;C0029118;C0029118;C1704632;C2004454;C2004454;C2004454;C1444662;C4699274;C4331837;C0018792;C3834249;C4082977;C1444662,,,0,8.0,2.6666666666666696,0.010826153111366983,0.013029946661757505
NCT00830622,Cell Phone Intervention to Support Antiretroviral Therapy (ART) Adherence in Kenya,A clinical study to evaluate the use of cell phones to support drug adherence and follow-up      of patients taking antiretroviral therapy (ART) for treatment of HIV. The intervention      involves health-care providers sending regular short-message-service (SMS) text messages to      patients and following up their responses. The hypothesis is that the cell phone intervention      will improve ART adherence and health outcomes compared with the current standard of care.,C1963724;C0184661;C1171411;C1515258;C1704653,C1963724;C2936643;C0184661;C0184661;C0087111;C0470166;C0470166;C0947630;C0013227;C1527021;C1555587;C1704632;C0184511;C3272565;C0220825;C4698129;C4698129,,,0,477.0,119.25,0.010634823404640075,0.012779817439513546
NCT01199939,A Study of the Once Daily Combination of Etravirine and Darunavir/Ritonavir As Dual Therapy in Early Treatment-Experienced Patients,"~     This study is a Phase II single arm, open-label, multicenter, study of 50 human~     immunodeficiency virus-1 (HIV) infected adult patients, all of whom will receive etravirine~     (ETR) 400mg and DRV/r 800/100mg each given orally once daily. This trial is designed to~     evaluate the efficacy of the aforementioned ARV regimen, as measured by the percentage of~     patients with HIV RNA <50 copies/mL at 48 weeks, in early treatment-experienced HIV-infected~     patients. In addition to general safety parameter measurements, this trial will also assess~     changes in metabolic, inflammatory, immune restoration, and bone markers. Screening will~     occur over a 6-week period. The primary endpoint will be assessed at Week 48, and the~     treatment period is 48 weeks. The end of study endpoint will be met by either completing the~     Week 48 visit, or by early termination from the study for any reason.~   ",C1456409;C1435444;C0292818;C0596545;C0376495,C1710032;C0439663;C0446516;C1456409;C0596545;C0439663;C3810342;C0723338;C0376495;C0376495,83.0,1026.0,-1,6.0,6.0,0.007844818876098367,0.01237885415433843
NCT01825031,Reduction of EArly mortaLITY in HIV-infected Adults and Children Starting Antiretroviral Therapy,"A randomised controlled trial to investigate three methods to reduce early mortality in      adults, adolescents and children aged 5 years or older starting antiretroviral therapy (ART)      with severe immuno-deficiency. The three methods are:      (i) increasing the potency of ART with a 12 week induction period using 4 antiretroviral      drugs from 3 classes      (ii) augmented prophylaxis against opportunistic/bacterial infections and helminths for 12      weeks      (iii) macronutrient intervention using ready-to-use supplementary food for 12 weeks.",C1963724;C1293152;C0439663,C1963724;C0004623;C0184661;C0199176;C0857127;C0025663;C0025663;C0456387;C0205082;C0025344;C0013227;C1561540;C3540798;C3843802;C0020621;C0965380;C0282440;C0221106,,,1,2.0,2.0,0.022748583292689112,0.012212060463277117
NCT00976040,Optimal Time to Start Antiretroviral Therapy in HIV-infected Adults With Cryptococcal Meningitis,"The goal of this randomized clinical trial is to compare early versus standard timing of      initiation of antiretroviral therapy (ART) with respect to clearance of Cryptococcus      neoformans from cerebrospinal fluid (CSF) among HIV-infected adults with Cryptococcal      Meningitis.      The investigators hypothesize that early ART mediates more rapid clearance of C. neoformans      from CSF, as manifested by a greater rate of decrease in C. neoformans colony forming units      (CFUs) during the first 28 days after initiating antifungal treatment.      Secondary hypotheses are that recovery of pathogen specific cellular immunity directed at C.      neoformans, as manifested by increases in the number and function of C. neoformans-specific      peripheral blood mononuclear cells is associated with 1) ART and 2) pathogen clearance. In      addition, patients randomized to the intervention arm will have more rapid clearance of      antigen levels in CSF and serum and will have a lower incidence of grade 3 and 4 Adverse      events.",C0085436;C1963724;C0439663,C0206034;C1963724;C0007806;C0020966;C0229664;C0430420;C0184661;C0589507;C0025289;C0003308;C0087111;C2828392;C0439663;C1552740;C0031843;C1552740;C0687697;C0229671;C0018017;C0446516;C0442797;C2004454;C1513475;C1382187;C1382187;C0027627;C1382187;C1382187;C0009368;C4522152;C0700287,,,1,23.0,23.0,0.023043938219651564,0.012205991806391177
NCT00931463,A Trial of 2 Options for Second Line Combination Antiretroviral Therapy Following Virological Failure of a Standard Non-nucleoside Reverse Transcriptase Inhibitor (NNRTI)+2N(t)RTI First Line Regimen,"The investigators hypothesize that following virological failure of a standard NNRTI+2N(T)RTI      regimen second-line antiretroviral therapy consisting of ritonavir-boosted lopinavir and      2N(T)RTIs will offer comparable efficacy to that provided by ritonavir-boosted lopinavir and      raltegravir.      The study will be conducted for 96-weeks with the primary endpoint analyzed after 48-weeks.      The primary endpoint is virological: a comparison of virological suppression in plasma < 200      copies/mL between the randomized arms after 48 weeks.      Secondary and exploratory endpoints include virological, immunological, safety, clinical,      metabolic, drug adherence, drug resistance and quality of life.",C0282519;C1963724;C3811910;C2828392;C0040808;C0700221;C0700221,C1963724;C2986535;C2986535;C0518214;C1871526;C0301625;C0292818;C0674432;C0292818;C0674432;C2828392;C0040808;C0032105;C0947630;C0446516;C0013227;C0013227;C0237834;C0027627;C2707259;C1555587;C3272565;C4698129;C0021061,2410.0,61133.0,0,50.0,16.6666666666667,0.010816617229038553,0.012200792309943904
NCT00830856,Early Versus Delayed Antiretroviral Therapy (ART) in the Treatment of Cryptococcal Meningitis in Africa,"Cryptococcal Meningitis continues to be one of the most devastating AIDS defining illness in      sub-Saharan Africa. Despite the availability of azoles such as fluconazole for treatment,      mortality remains high with some studies showing 100% mortality. The investigators designed a      study to determine if timing of the initiation of antiretroviral therapy (ART) in patients      with cryptococcal meningitis and HIV would improve survival. The investigators hypothesis was      that early initiation of ART result in improved mortality for patients with HIV and      cryptococcal meningitis.",C0085436;C1963724;C0087111;C1545665,C0085436;C0085436;C0085436;C1963724;C0740830;C0016277;C0589507;C0589507;C0087111;C0184511;C0947630;C0947630;C0184511;C0056170;C4082977,,,1,65.0,65.0,0.011570810013526233,0.012012829911034448
NCT01576731,Study Comparing Two Alternatives of Antiretroviral Therapy as Post-exposure Prophylaxis to HIV-1: Tenofovir + Emtricitabine + Lopinavir/Ritonavir Versus Tenofovir + Emtricitabine + Raltegravir (RAL-PEP),"As a measure of secondary prophylaxis, and with the final objective of avoiding the      infection, it has been suggested to use antiretroviral therapy. This is known as      post-exposure prophylaxis (PEP).      Although there are different recommendations, almost every guideline recommend using 3 drugs      as PEP both in USA and Europe.      Toxicity is one of the main limitations of PEP. Side effects during PEP are very usual, are      attributed mainly to PI and are the main reasons for poor adherence or lost of follow-up.      A current standard regimen is AZT+3TC (Combivir®) or tenofovir+emtricitabine (Truvada®) plus      the PI lopinavir/r. Toxicity associated with this regimens are high (31-85% of cases),with a      high tolerability, a integrase inhibitor (raltegravir)could be an adequate drug for PEP.",C1963724;C0939237;C0909839;C0909839;C0199176;C1871526;C0384228;C0384228;C0274281;C0947630,C1963724;C0376601;C0879626;C0199176;C0199176;C0027627;C0018017;C0009450;C0282423;C0674432;C0274281;C0600688;C2828392;C0667846;C0600688;C2945654;C0040808;C1528494;C0013227;C0013227;C0042034;C4698129,,,0,1.0,1.0,0.012198297788225987,0.011993526464120982
NCT00811954,Comparative Study of Three NNRTI-Sparing HAART Regimens,"~     The U.S. Department of Health and Human Services (HHS) guidelines recommend that HIV infected~     patients who have never received anti-HIV therapy be treated with a triple drug regimen. The~     most commonly prescribed and successful regimen contains the medication efavirenz (EFV).~     However, this regimen may not be an option for everyone, hence alternative regimens are~     needed.~      This study was designed to look at how well different combinations of anti-HIV drugs work to~     decrease the amount of HIV in the blood (viral load) of and allow immune system recovery in~     people who have never received anti-HIV therapy. This study also examined drug tolerability~     and safety for the various drug combinations.~   ",,C1510425;C1510425;C0162791;C2004454;C0332128;C3687832;C0005767;C4284232;C0439663,7951.0,553554.0,-1,199.0,49.75,0.0015527950310558986,0.011983055424397296
NCT00004978,An International Study to Evaluate Recombinant Interleukin-2 in HIV Positive Patients Taking Anti-retroviral Therapy,"~     The purpose of this study is to see if it is effective to give HIV positive patients~     recombinant interleukin-2 (rIL-2) in addition to anti-HIV therapy. Patients will be followed~     over a minimum of 4 years to study the long-term effects of rIL-2 on their HIV disease~     progression.~      Anti-HIV therapy has been very successful in treating HIV positive patients and in keeping~     viral load (level of HIV in the blood) low. However, anti-HIV drugs cannot completely rid the~     body of the virus, and the immune system is never completely restored in HIV positive~     patients. Doctors hope that giving patients recombinant interleukin-2 (rIL-2) in addition to~     their anti-HIV therapy will help improve their immune systems and keep them healthier over a~     longer period of time. rIL-2 is a hormone naturally produced by the body during an immune~     response to a microbial infection.~   ",C1522405;C1446409;C1963724,C1522405;C1522405;C1510425;C1510425;C1510425;C1446409;C1446409;C2946261;C0005767;C3687832;C1446409;C0012634;C0184511;C3714514,2498.0,711203.0,-1,261.0,52.2,0.015144277519667173,0.011915940022022998
NCT02938533,Social Norms and Priming to Improve Adherence to Antiretroviral Therapy and Retention in Care,"Interventions incorporating constructs from behavioral economics and psychology have the      potential to enhance HIV 'treatment as prevention' (TasP) strategies. To test this      hypothesis, the investigators evaluated a combination intervention to improve antiretroviral      therapy (ART) adherence based on the concepts of social norms and priming.",C1963724;C4704685;C0184511,C1273869;C0184661;C0199176;C0679199;C0087111;C0087111;C0392366;C3539181;C0184511;C0071976;C2986890;C0220825;C4698129,,,0,0.0,0.0,0.015568412533242764,0.011728868927867512
NCT01533272,Study Comparing Two Alternatives of Antiretroviral Therapy as Post-exposure Prophylaxis to HIV-1:FOVIR+EMTRICITABINA + LOPINAVIR/RITONAVIR VS TENOFOVIR+EMTRICITABINA + MARAVIROC (MARAVI-PEP),"As a measure of secondary prophylaxis, and with the final objective of avoiding the      infection, it has been suggested to use antiretroviral therapy. This is known as      post-exposure prophylaxis (PEP).      Although there are different recommendations, almost every guideline recommend using 3 drugs      as PEP both in USA and Europe.      Toxicity is one of the main limitations of PEP. Side effects during PEP are very usual, are      attributed mainly to PI and are the main reasons for poor adherence or lost of follow-up.      A current standard regimen is AZT+3TC (Combivir®) or tenofovir+emtricitabine (Truvada®) plus      the PI lopinavir/r. Toxicity associated with this regimens are high (31-85% of cases), with a      10-35% interruption of PEP Maraviroc, a CCR5 receptor antagonist, very well tolerated, coul      be an adequate drug for PEP.",C1963724;C0939237;C0199176;C1667052;C0274281;C0947630,C1963724;C0879626;C0199176;C0199176;C0027627;C0018017;C0009450;C0282423;C0674432;C1667052;C0274281;C0600688;C2828392;C0667846;C0600688;C2945654;C0040808;C1528494;C0013227;C0013227;C0042034;C3653430;C4698129,,,0,0.0,0.0,0.012152790790309141,0.011714347486973262
NCT00618371,Pilot Study of Adding Raltegravir (MK-0518) to Antiretroviral Therapy in Patients With Low Level Viremia,"The medicines used to treat HIV can suppress but cannot kill all the virus in the body. A      small amount of virus remains at low levels in the part of the blood called the plasma. It is      of crucial importance to identify the source of the residual virus in patients receiving      antiretroviral therapy. The purpose of this study is to investigate whether the source of low      level plasma virus is from latent (old) infection or ongoing (new) infection. MK-0518 is a      investigational drug, which means that is not yet FDA approved, that works in a different way      to other anti-HIV medicines to help kill the virus. We hypothesize that addition of MK-0518      to a stable anti-HIV regimen will reduce the viral load further in patients with undetectable      plasma virus.",C1963724;C1871526;C4321351;C0042749;C0947630;C1550655,C1963724;C0013230;C0376705;C0009450;C0009450;C0040808;C0032105;C0449416;C0449416;C0032105;C0032105;C0005767;C0947630;C1273517;C1552861;C1550472;C1550472;C1578513;C3827727;C0013227;C0013227;C0084688;C3858576;C0449878;C1706074,0.0,20.0,0,97.0,97.0,0.014209759204597862,0.011011087611551897
NCT00709111,Adding Maraviroc to Antiretroviral Therapy for Suboptimal CD4 T-Cell Recovery Despite Sustained Virologic Suppression,"Despite viral suppression, antiretroviral therapy (ART) does not restore CD4+ T-cell counts      in some subjects. The purpose of this study is to assess whether adding maraviroc (MVC) to a      suppressive ART will result in a significant CD4+ T-cell count increase over 24 weeks in      subjects with suboptimal CD4+ T-cell recovery despite sustained virologic suppression.",C1963724;C0301625;C1667052;C2004454;C1704653;C2732140,C1963724;C0301625;C0007584;C0301625;C0007584;C1667052;C0947630;C2004454;C0776963;C1512793;C0084688,90.0,918.0,0,32.0,32.0,0.010500858175542326,0.010836649026130815
NCT02379949,Virtual Reality Exposure Therapy for the Treatment of Social Phobia,~     This randomized clinical trial compares virtual reality exposure therapy to exposure group~     therapy to a waiting list control group.~   ,C0376495,C0745732,0.0,0.0,-1,,,0.011104958055813902,0.010588660061786746
NCT00890747,Sunitinib Malate in Treating HIV-Positive Patients With Cancer Receiving Antiretroviral Therapy,This phase I trial studies the side effects and the best dose of sunitinib malate in treating      human immunodeficiency virus (HIV)-positive patients with cancer receiving antiretroviral      therapy. Sunitinib malate may stop the growth of cancer cells by blocking some of the enzymes      needed for cell growth and by blocking blood flow to the tumor.,C1963724;C1700685;C1446409;C0006826;C1550655,C1700685;C0021051;C0877248;C0232338;C1176020;C0947630;C0087111;C0006826;C0220873;C0018270;C0006826;C0018270;C0027651;C0018792;C0233660;C0233660,,,0,14.0,7.0,0.014323709572621185,0.010421664539446953
NCT00120367,Early Intensification of Antiretroviral Therapy Including Enfuvirtide in HIV-1-Related Progressive Multifocal Leucoencephalopathy (ANRS125),"Progressive multifocal leucoencephalopathy (PML) is a rare infectious disease of the brain,      provoked by the JC virus. It usually occurs in subjects with impaired immune system as during      HIV infection. To date, there is no specific antiviral treatment susceptible to cure PML. But      it was shown in the setting of HIV-related PML, that combination antiretroviral therapy      allows a restoration of the immune system and then might stop the progression of PML.      The objective of this study is to appreciate the supplementary efficiency brought by an      association of more powerful antiretroviral molecules including enfuvirtide on the evolution      of PML. This research program will involve 30 patients in several centres in France. All the      patients who will participate will receive enfuvirtide during 6 months in association with a      combination of two or more potent antiretroviral drugs. The total duration of follow-up for a      patient will be of 1 year.",C1963724;C0537439;C3843228;C0085584,C1264609;C1963724;C0019693;C0449982;C0242656;C0004083;C0537439;C0537439;C0004083;C0003451;C0087111;C0018017;C1552740;C0542559;C0439662;C0439662;C0947630;C0013227;C1561543;C0023524;C0023524;C0023524;C0023524;C0023524;C3539181;C3539181;C2948499;C0023524;C2827758;C0231184;C0233492;C0332534;C1561542,,,0,19.0,19.0,0.011303295801902261,0.01017324125417586
